Customer ID,NombreCommandes,DateDerniereCommande,MontantTotal_x,TransactionAnnulation,Recency,MontantTotal_y,NombreArticles_y,PourcentageAnnulationMontant,NombreArticlesMoyenParCommande,PanierMoyen,Country
12374.0,3.0,2011-11-14 15:37:00,2669.22,0.0,25,2669.22,1354.0,0.0,451.3333333333333,889.7399999999999,Austria
12375.0,2.0,2011-11-29 10:36:00,377.5,0.0,10,377.5,176.0,0.0,88.0,188.75,Finland
12376.0,2.0,2010-11-15 12:15:00,383.15,0.0,389,383.15,237.0,0.0,118.5,191.575,Switzerland
12377.0,4.0,2011-01-28 15:45:00,3266.32,0.0,315,3266.32,2101.0,0.0,525.25,816.58,Switzerland
12379.0,4.0,2011-09-19 10:09:00,1468.27,1.0,81,1470.22,805.0,0.13263321135612666,201.25,367.555,Belgium
12380.0,8.0,2011-11-18 11:27:00,7171.0,2.0,21,7210.65,3314.0,0.549881078682222,414.25,901.33125,Belgium
12381.0,2.0,2011-11-06 13:36:00,1326.45,1.0,33,1474.81,797.0,10.059600897742754,398.5,737.405,Norway
12383.0,5.0,2011-06-08 08:02:00,1617.31,1.0,184,1628.56,1518.0,0.6907943213636587,303.6,325.712,Belgium
12384.0,2.0,2011-11-11 08:39:00,406.16,1.0,28,425.27,122.0,4.493615820537531,61.0,212.635,Switzerland
12385.0,1.0,2010-11-25 15:14:00,1668.4,0.0,379,1668.4,594.0,0.0,594.0,1668.4,Belgium
12386.0,2.0,2011-01-06 12:37:00,660.8,0.0,337,660.8,568.0,0.0,284.0,330.4,Australia
12387.0,1.0,2010-10-20 16:27:00,143.94,0.0,415,143.94,134.0,0.0,134.0,143.94,Australia
12388.0,8.0,2011-11-24 12:30:00,3901.11,0.0,15,3901.11,2001.0,0.0,250.125,487.63875,Australia
12389.0,3.0,2010-11-02 11:52:00,1433.33,0.0,402,1433.33,614.0,0.0,204.66666666666666,477.77666666666664,Australia
12390.0,1.0,2011-09-21 09:33:00,504.84000000000003,0.0,79,504.84,350.0,-1.1259689973220826e-14,350.0,504.84,Belgium
12391.0,6.0,2011-11-18 12:07:00,2747.82,1.0,21,2773.42,1220.0,0.9230480778244877,203.33333333333334,462.2366666666667,Cyprus
12392.0,1.0,2010-04-27 14:04:00,234.75000000000003,0.0,591,234.75000000000003,73.0,0.0,73.0,234.75000000000003,Australia
12393.0,6.0,2011-09-28 15:41:00,2376.75,1.0,72,2399.4500000000003,1311.0,0.9460501364896234,218.5,399.90833333333336,Australia
12394.0,2.0,2011-10-07 08:08:00,1080.48,0.0,63,1080.48,808.0,0.0,404.0,540.24,Belgium
12395.0,15.0,2011-11-24 12:20:00,4530.92,3.0,15,4551.27,3701.0,0.44712794450780463,246.73333333333332,303.418,Belgium
12396.0,1.0,2010-02-03 13:22:00,931.43,0.0,674,931.43,591.0,0.0,591.0,931.43,RSA
12397.0,2.0,2011-11-04 09:52:00,2214.9,0.0,35,2214.9,1250.0,0.0,625.0,1107.45,Belgium
12399.0,7.0,2011-08-12 13:15:00,1842.3,0.0,119,1842.3,2190.0,0.0,312.85714285714283,263.18571428571425,Belgium
12400.0,1.0,2010-10-21 13:45:00,205.25,0.0,414,205.25,91.0,0.0,91.0,205.25,Australia
12401.0,1.0,2011-02-09 13:50:00,69.3,0.0,303,69.3,10.0,0.0,10.0,69.3,Belgium
12402.0,6.0,2011-01-20 13:49:00,1124.15,1.0,323,1136.9,576.0,1.1214706658457207,96.0,189.48333333333335,Belgium
12403.0,2.0,2011-10-21 10:51:00,947.36,0.0,49,947.36,256.0,0.0,128.0,473.68,Denmark
12405.0,1.0,2011-07-14 08:52:00,1390.39,0.0,148,1390.39,849.0,0.0,849.0,1390.39,Finland
12406.0,5.0,2011-11-17 19:22:00,6072.21,2.0,22,6390.36,3416.0,4.978592755337722,683.2,1278.072,Denmark
12407.0,5.0,2011-10-21 10:11:00,1507.1200000000001,0.0,49,1507.12,1403.0,-1.5086633807741394e-14,280.6,301.424,Belgium
12408.0,8.0,2011-11-07 12:27:00,3859.64,5.0,32,3905.77,2200.0,1.1810731302662498,275.0,488.22125,Belgium
12410.0,3.0,2011-02-11 15:47:00,761.46,1.0,301,773.71,335.0,1.5832805573147564,111.66666666666667,257.90333333333336,Switzerland
12411.0,1.0,2010-10-26 09:25:00,346.9,0.0,409,346.9,138.0,0.0,138.0,346.9,Australia
12412.0,6.0,2011-09-26 10:16:00,2389.03,2.0,74,2404.93,1986.0,0.661141904338157,331.0,400.82166666666666,Denmark
12413.0,4.0,2011-10-04 09:00:00,861.5,1.0,66,871.45,313.0,1.14177520224913,78.25,217.8625,Spain
12414.0,4.0,2011-05-06 14:51:00,442.41,1.0,217,532.41,489.0,16.904265509663595,122.25,133.1025,Austria
12416.0,1.0,2010-02-21 10:19:00,202.56,0.0,656,202.56,132.0,0.0,132.0,202.56,Australia
12417.0,19.0,2011-11-10 15:00:00,5584.4800000000005,7.0,29,6017.91,2841.0,7.2023343652530425,149.52631578947367,316.7321052631579,Belgium
12418.0,4.0,2011-08-19 11:08:00,2016.95,1.0,112,2021.2,1088.0,0.2102711260637245,272.0,505.3,Switzerland
12419.0,2.0,2010-11-19 10:04:00,391.01,0.0,385,391.01,227.0,0.0,113.5,195.505,Spain
12420.0,1.0,2011-10-07 08:55:00,600.39,0.0,63,600.39,345.0,0.0,345.0,600.39,Cyprus
12421.0,6.0,2011-11-24 09:07:00,869.6,1.0,15,874.6,644.0,0.5716899153898924,107.33333333333333,145.76666666666668,Spain
12422.0,12.0,2011-09-05 09:48:00,3639.35,0.0,95,3639.35,2579.0,0.0,214.91666666666666,303.27916666666664,Australia
12423.0,9.0,2011-09-02 12:00:00,2097.55,1.0,98,2301.39,1772.0,8.857255832344787,196.88888888888889,255.70999999999998,Denmark
12424.0,4.0,2011-06-30 12:06:00,3289.78,3.0,162,3340.03,2025.0,1.5044775046930716,506.25,835.0075,Australia
12425.0,2.0,2011-09-22 17:31:00,1680.81,1.0,78,1741.41,1147.0,3.479938670387797,573.5,870.705,Portugal
12426.0,2.0,2011-05-29 12:26:00,1167.41,1.0,194,1201.21,576.0,2.8138293886997237,288.0,600.605,Germany
12427.0,3.0,2011-11-28 10:48:00,831.87,2.0,11,949.3,602.0,12.370167491836085,200.66666666666666,316.43333333333334,Germany
12428.0,8.0,2011-11-14 08:22:00,6366.0,3.0,25,6405.26,3509.0,0.6129337450782671,438.625,800.6575,Finland
12429.0,7.0,2011-06-20 12:14:00,6023.99,1.0,172,6979.91,3317.0,13.695305526862095,473.85714285714283,997.13,Denmark
12430.0,1.0,2011-10-27 15:09:00,216.4,0.0,43,216.4,116.0,0.0,116.0,216.4,Norway
12431.0,25.0,2011-11-04 11:55:00,10389.41,6.0,35,10527.97,4695.0,1.3161131728148874,187.8,421.11879999999996,Belgium
12432.0,4.0,2011-10-28 11:43:00,4359.32,0.0,42,4359.32,1800.0,0.0,450.0,1089.83,Norway
12434.0,3.0,2011-09-16 12:38:00,1062.48,2.0,84,1103.43,532.0,3.711155216008269,177.33333333333334,367.81,Australia
12436.0,1.0,2011-09-01 12:09:00,429.01000000000005,0.0,99,429.0100000000001,209.0,1.3249905331066409e-14,209.0,429.0100000000001,Norway
12437.0,36.0,2011-11-18 15:14:00,10643.539999999999,7.0,21,11282.4,7922.0,5.662447706161815,220.05555555555554,313.4,France
12438.0,2.0,2011-11-25 13:28:00,2466.85,0.0,14,2466.85,1169.0,0.0,584.5,1233.425,Norway
12439.0,2.0,2010-01-26 12:11:00,1104.48,1.0,682,1158.18,484.0,4.6365849867896225,242.0,579.09,Cyprus
12440.0,2.0,2010-09-08 15:57:00,648.15,1.0,457,739.2,328.0,12.317370129870138,164.0,369.6,Austria
12441.0,1.0,2010-12-08 10:45:00,311.1,0.0,366,311.1,240.0,0.0,240.0,311.1,France
12443.0,1.0,2009-12-07 15:42:00,365.31,0.0,732,365.31,179.0,0.0,179.0,365.31,Norway
12444.0,5.0,2011-11-18 13:23:00,4085.46,0.0,21,4085.46,1130.0,0.0,226.0,817.092,Norway
12445.0,2.0,2011-11-17 18:43:00,370.48,1.0,22,378.98,204.0,2.2428624201804843,102.0,189.49,Spain
12446.0,1.0,2011-10-13 12:50:00,1002.3100000000001,0.0,57,1002.31,351.0,-1.1342482637269511e-14,351.0,1002.31,RSA
12447.0,1.0,2011-04-10 13:25:00,431.49,0.0,243,431.49,187.0,0.0,187.0,431.49,Belgium
12448.0,1.0,2011-10-26 13:46:00,365.45,0.0,44,365.45,240.0,0.0,240.0,365.45,Spain
12449.0,5.0,2011-11-17 13:46:00,4274.89,0.0,22,4274.89,2247.0,0.0,449.4,854.9780000000001,Denmark
12450.0,5.0,2011-07-06 14:41:00,666.95,2.0,156,688.2,442.0,3.0877651845393776,88.4,137.64000000000001,Spain
12451.0,8.0,2011-11-29 08:40:00,12506.53,2.0,10,12629.88,9358.0,0.9766521930532875,1169.75,1578.735,Switzerland
12452.0,1.0,2011-11-23 08:05:00,348.57,0.0,16,348.57,181.0,0.0,181.0,348.57,Switzerland
12453.0,1.0,2011-07-28 14:08:00,707.09,0.0,134,707.09,473.0,0.0,473.0,707.09,Austria
12455.0,9.0,2011-09-27 15:31:00,5722.95,0.0,73,5722.95,3295.0,0.0,366.1111111111111,635.8833333333333,Cyprus
12456.0,3.0,2011-10-26 14:41:00,2553.89,1.0,44,2581.04,1618.0,1.051901559061467,539.3333333333334,860.3466666666667,Switzerland
12457.0,7.0,2011-10-12 13:46:00,2032.31,6.0,58,2555.91,1083.0,20.485854353244047,154.71428571428572,365.13,Switzerland
12458.0,4.0,2011-09-29 15:25:00,1502.49,0.0,71,1502.49,979.0,0.0,244.75,375.6225,Switzerland
12459.0,1.0,2010-04-13 14:53:00,398.36,0.0,605,398.36,256.0,0.0,256.0,398.36,Spain
12460.0,1.0,2010-09-09 13:51:00,296.65,0.0,456,296.65,168.0,0.0,168.0,296.65,Belgium
12461.0,1.0,2011-07-08 10:23:00,626.88,0.0,154,626.88,282.0,0.0,282.0,626.88,Switzerland
12462.0,2.0,2011-11-21 09:11:00,916.79,1.0,18,937.59,527.0,2.218453695111943,263.5,468.795,Spain
12463.0,4.0,2011-10-24 13:43:00,1165.63,2.0,46,1200.78,768.0,2.927263945102339,192.0,300.195,Belgium
12464.0,8.0,2011-11-29 13:33:00,957.05,0.0,10,957.05,95.0,0.0,11.875,119.63125,Belgium
12465.0,2.0,2011-11-22 16:34:00,682.1899999999999,0.0,17,682.1899999999999,475.0,0.0,237.5,341.09499999999997,Belgium
12468.0,5.0,2011-07-19 13:42:00,3192.55,5.0,143,3238.74,2177.0,1.4261719063586333,435.4,647.7479999999999,Germany
12469.0,2.0,2010-07-05 12:40:00,3070.54,0.0,522,3070.54,2552.0,0.0,1276.0,1535.27,Thailand
12470.0,1.0,2010-01-19 11:01:00,211.95,0.0,689,211.95,95.0,0.0,95.0,211.95,Unspecified
12473.0,3.0,2011-10-17 11:27:00,2555.77,1.0,53,2596.23,2419.0,1.5584135457952506,806.3333333333334,865.41,Germany
12475.0,2.0,2011-10-17 10:10:00,1065.64,0.0,53,1065.64,766.0,0.0,383.0,532.82,Germany
12479.0,1.0,2011-11-28 13:26:00,473.2,0.0,11,473.2,382.0,0.0,382.0,473.2,Germany
12480.0,7.0,2011-11-11 14:52:00,4805.1,1.0,28,4834.85,2917.0,0.6153241569024892,416.7142857142857,690.6928571428572,Germany
12481.0,14.0,2011-11-17 08:29:00,11047.03,3.0,22,11191.39,7204.0,1.2899201975804504,514.5714285714286,799.385,Germany
12483.0,19.0,2011-11-22 17:02:00,4031.33,4.0,17,4092.58,2143.0,1.496610939798367,112.78947368421052,215.39894736842106,Sweden
12484.0,9.0,2011-11-04 15:18:00,5506.85,4.0,35,5573.15,3242.0,1.1896324340812516,360.22222222222223,619.2388888888888,Spain
12485.0,1.0,2010-06-28 15:22:00,708.1,0.0,529,708.1,414.0,0.0,414.0,708.1,Sweden
12486.0,1.0,2010-10-04 12:14:00,917.28,0.0,431,917.28,520.0,0.0,520.0,917.28,Sweden
12487.0,1.0,2009-12-09 11:36:00,259.79999999999995,1.0,730,285.29999999999995,174.0,8.93796004206099,174.0,285.29999999999995,Sweden
12488.0,2.0,2011-10-31 10:42:00,767.45,0.0,39,1244.66,526.0,38.34059100477239,263.0,622.33,France
12489.0,1.0,2011-01-07 13:13:00,298.93,0.0,336,298.93,103.0,0.0,103.0,298.93,France
12490.0,19.0,2011-11-22 11:19:00,8351.34,1.0,17,8764.64,5849.0,4.715538801365478,307.8421052631579,461.2968421052631,France
12491.0,1.0,2011-11-01 12:18:00,424.40000000000003,0.0,38,424.4,258.0,-1.3393831022810561e-14,258.0,424.4,France
12492.0,3.0,2011-10-07 15:15:00,607.21,0.0,63,607.21,438.0,0.0,146.0,202.40333333333334,Germany
12493.0,2.0,2011-06-27 10:17:00,362.79,1.0,165,379.74,204.0,4.463580344446197,102.0,189.87,France
12494.0,9.0,2011-11-24 09:34:00,1531.32,7.0,15,1602.87,973.0,4.463867936888204,108.11111111111111,178.09666666666666,France
12495.0,1.0,2010-03-15 10:20:00,243.4,1.0,634,277.4,128.0,12.256669069935104,128.0,277.4,Sweden
12496.0,2.0,2010-03-29 14:06:00,54.09,0.0,620,54.09,33.0,0.0,16.5,27.045,Spain
12498.0,3.0,2011-11-18 12:53:00,349.70000000000005,0.0,21,349.70000000000005,156.0,0.0,52.0,116.56666666666668,Germany
12499.0,1.0,2010-05-28 15:12:00,357.72,0.0,560,357.72,300.0,0.0,300.0,357.72,Germany
12500.0,18.0,2011-11-16 16:20:00,5494.31,6.0,23,5559.21,3355.0,1.1674320631888278,186.38888888888889,308.845,Germany
12502.0,5.0,2011-09-05 11:52:00,2995.87,0.0,95,2995.87,794.0,0.0,158.8,599.174,Spain
12503.0,1.0,2010-05-04 13:59:00,896.0,0.0,584,896.0,560.0,0.0,560.0,896.0,Spain
12505.0,1.0,2010-11-11 17:54:00,744.5,1.0,393,787.2,318.0,5.424288617886185,318.0,787.2,Italy
12506.0,1.0,2011-04-21 08:54:00,73.5,0.0,232,73.5,23.0,0.0,23.0,73.5,France
12507.0,4.0,2011-07-28 17:09:00,1461.31,1.0,134,1508.06,1244.0,3.1000092834502606,311.0,377.015,Spain
12508.0,2.0,2011-11-13 15:37:00,398.27,0.0,26,398.27,272.0,0.0,136.0,199.135,France
12509.0,1.0,2011-02-28 14:45:00,158.5,0.0,284,158.5,54.0,0.0,54.0,158.5,France
12510.0,7.0,2011-07-20 10:15:00,2989.33,2.0,142,3039.03,2021.0,1.6353902396488442,288.7142857142857,434.1471428571429,Spain
12512.0,2.0,2011-10-04 14:55:00,138.03,0.0,66,138.03,99.0,0.0,49.5,69.015,Israel
12513.0,1.0,2011-09-16 12:45:00,532.79,1.0,84,558.29,459.0,4.567518673091047,459.0,558.29,France
12514.0,2.0,2011-03-17 16:38:00,1597.76,0.0,267,1597.76,840.0,0.0,420.0,798.88,Italy
12515.0,1.0,2010-12-21 15:43:00,278.7,0.0,353,278.7,128.0,0.0,128.0,278.7,Italy
12516.0,4.0,2011-09-23 09:13:00,2288.62,0.0,77,2288.62,1932.0,0.0,483.0,572.155,Germany
12517.0,4.0,2011-11-11 13:57:00,2284.89,1.0,28,2322.84,1361.0,1.6337758950250671,340.25,580.71,Germany
12518.0,4.0,2011-11-11 11:18:00,1537.75,0.0,28,1840.89,1306.0,16.467034966782375,326.5,460.2225,Germany
12519.0,2.0,2011-10-07 09:26:00,605.19,1.0,63,636.54,390.0,4.925063625223852,195.0,318.27,Germany
12520.0,5.0,2011-09-21 15:23:00,2294.5099999999998,1.0,79,2346.26,1423.0,2.2056379088421765,284.6,469.25200000000007,Germany
12521.0,1.0,2011-07-20 10:51:00,545.68,0.0,142,545.68,306.0,0.0,306.0,545.68,Germany
12522.0,2.0,2011-10-31 15:30:00,156.72,0.0,39,156.72,192.0,0.0,96.0,78.36,Germany
12523.0,23.0,2011-11-20 12:55:00,3916.05,6.0,19,4030.15,2256.0,2.8311601305162313,98.08695652173913,175.22391304347826,France
12524.0,16.0,2011-10-07 11:19:00,9487.56,1.0,63,9794.11,7104.0,3.129942383738809,444.0,612.131875,Germany
12525.0,3.0,2010-08-05 18:09:00,745.1800000000001,5.0,491,883.73,504.0,15.677865411381298,168.0,294.57666666666665,France
12526.0,2.0,2011-10-17 09:37:00,931.58,0.0,53,1172.66,624.0,20.558388620742587,312.0,586.33,Germany
12527.0,5.0,2011-09-19 11:55:00,717.51,0.0,81,717.51,525.0,0.0,105.0,143.502,Germany
12528.0,5.0,2011-10-07 11:57:00,1316.68,2.0,63,1645.48,740.0,19.982011328001555,148.0,329.096,Germany
12529.0,1.0,2010-07-05 09:35:00,311.78000000000003,1.0,522,316.48,192.0,1.4850859453993897,192.0,316.48,France
12530.0,9.0,2011-10-11 12:34:00,3329.86,2.0,59,3381.26,2692.0,1.5201433785038738,299.1111111111111,375.6955555555556,Germany
12531.0,2.0,2011-11-25 11:12:00,1737.05,1.0,14,1771.2,1110.0,1.9280713640469789,555.0,885.6,Germany
12532.0,1.0,2011-11-09 13:47:00,313.83000000000004,0.0,30,313.83000000000004,151.0,0.0,151.0,313.83000000000004,France
12533.0,2.0,2010-03-31 10:24:00,1005.99,4.0,618,1223.89,696.0,17.803887604278167,348.0,611.945,Germany
12534.0,1.0,2011-08-01 10:26:00,981.18,0.0,130,981.18,645.0,0.0,645.0,981.18,Germany
12535.0,2.0,2011-09-09 08:48:00,716.35,0.0,91,716.35,219.0,0.0,109.5,358.175,France
12537.0,1.0,2010-10-27 08:36:00,612.94,0.0,408,612.94,446.0,0.0,446.0,612.94,Sweden
12538.0,2.0,2011-11-10 17:16:00,640.45,0.0,29,640.45,336.0,0.0,168.0,320.225,Spain
12539.0,7.0,2011-11-17 13:30:00,11186.75,0.0,22,11186.75,4534.0,0.0,647.7142857142857,1598.107142857143,Spain
12540.0,32.0,2011-11-20 11:31:00,19159.29,2.0,19,19250.49,10911.0,0.47375417456906666,340.96875,601.5778125,Spain
12541.0,3.0,2011-11-10 10:40:00,841.18,0.0,29,841.18,675.0,0.0,225.0,280.3933333333333,Spain
12542.0,2.0,2010-08-12 19:12:00,423.38,2.0,484,481.88,522.0,12.139951855233669,261.0,240.94,Spain
12543.0,1.0,2010-09-17 15:51:00,840.25,0.0,448,840.25,683.0,0.0,683.0,840.25,Spain
12544.0,1.0,2011-11-10 11:12:00,299.7,1.0,29,316.7,134.0,5.3678560151563,134.0,316.7,Spain
12545.0,2.0,2011-09-25 13:39:00,832.39,0.0,75,832.39,517.0,0.0,258.5,416.195,Spain
12546.0,2.0,2011-10-24 12:09:00,1001.5,1.0,46,1021.5,628.0,1.957905041605482,314.0,510.75,Spain
12547.0,3.0,2011-05-26 12:38:00,299.58,0.0,197,299.58,306.0,0.0,102.0,99.86,Spain
12548.0,1.0,2011-06-26 15:35:00,67.19999999999999,0.0,166,67.19999999999999,48.0,0.0,48.0,67.19999999999999,Spain
12549.0,5.0,2010-05-13 12:05:00,1570.68,0.0,575,1570.68,1365.0,0.0,273.0,314.136,USA
12550.0,1.0,2011-09-21 14:35:00,824.83,0.0,79,824.83,564.0,0.0,564.0,824.83,Spain
12551.0,1.0,2010-12-17 11:23:00,168.0,0.0,357,168.0,100.0,0.0,100.0,168.0,Spain
12552.0,1.0,2011-10-31 12:11:00,317.82,0.0,39,317.82,85.0,0.0,85.0,317.82,Italy
12553.0,11.0,2011-11-14 13:40:00,3789.53,4.0,25,4104.75,2297.0,7.679395821913632,208.8181818181818,373.15909090909093,France
12554.0,1.0,2010-09-17 12:29:00,384.5,0.0,448,384.5,237.0,0.0,237.0,384.5,Spain
12556.0,2.0,2011-10-20 13:06:00,603.71,0.0,50,603.71,358.0,0.0,179.0,301.855,Spain
12559.0,2.0,2011-02-02 09:49:00,500.21000000000004,1.0,310,525.71,281.0,4.850583021057236,140.5,262.855,Germany
12560.0,1.0,2011-08-31 12:39:00,1259.69,1.0,100,1918.01,1098.0,34.32307443652535,1098.0,1918.01,Germany
12561.0,1.0,2011-02-10 11:39:00,238.85,0.0,302,238.85,177.0,0.0,177.0,238.85,Germany
12562.0,8.0,2011-11-17 11:34:00,3826.55,0.0,22,4426.92,2297.0,13.561799174143646,287.125,553.365,France
12563.0,1.0,2010-10-27 09:52:00,221.24,0.0,408,221.24,112.0,0.0,112.0,221.24,Italy
12564.0,1.0,2011-03-23 14:55:00,402.9,0.0,261,402.9,130.0,0.0,130.0,402.9,France
12565.0,1.0,2011-03-03 11:43:00,131.17,1.0,281,145.92,80.0,10.108278508771932,80.0,145.92,Saudi Arabia
12566.0,1.0,2011-09-28 09:57:00,292.7,1.0,72,297.65,262.0,1.6630270451872968,262.0,297.65,Germany
12567.0,15.0,2011-11-17 11:02:00,12151.82,2.0,22,12467.86,6017.0,2.53483757437123,401.1333333333333,831.1906666666667,France
12568.0,1.0,2010-03-05 09:15:00,52.0,0.0,644,52.0,47.0,0.0,47.0,52.0,Germany
12569.0,26.0,2011-11-23 14:39:00,2649.9700000000003,1.0,16,3152.69,1747.0,15.945747916858297,67.1923076923077,121.25730769230769,Germany
12571.0,2.0,2011-10-31 10:19:00,519.61,0.0,39,519.61,523.0,0.0,261.5,259.805,France
12572.0,1.0,2011-10-23 09:42:00,463.04,1.0,47,912.42,446.0,49.25144122224413,446.0,912.42,Germany
12573.0,5.0,2011-04-26 15:52:00,717.41,0.0,227,717.41,479.0,0.0,95.8,143.482,France
12574.0,1.0,2011-01-28 09:20:00,182.45000000000002,0.0,315,182.45,59.0,-1.55778073063327e-14,59.0,182.45,France
12575.0,2.0,2010-09-08 13:09:00,568.8199999999999,0.0,457,568.8199999999999,312.0,0.0,156.0,284.40999999999997,France
12576.0,8.0,2011-11-04 10:11:00,2003.87,3.0,35,2062.72,1492.0,2.8530290102389038,186.5,257.84,Poland
12577.0,8.0,2011-11-04 13:28:00,1587.4,1.0,35,1649.8,1196.0,3.7822766395926695,149.5,206.225,France
12578.0,4.0,2011-11-18 13:30:00,3956.4500000000003,3.0,21,4026.45,2358.0,1.7385041413652114,589.5,1006.6125,Italy
12579.0,1.0,2011-09-27 13:57:00,374.72,1.0,73,386.42,282.0,3.027793592464155,282.0,386.42,France
12580.0,2.0,2011-04-07 10:24:00,962.9,0.0,246,962.9,564.0,0.0,282.0,481.45,Germany
12581.0,1.0,2011-10-31 08:56:00,179.71,0.0,39,179.71,160.0,0.0,160.0,179.71,Germany
12582.0,4.0,2011-04-15 08:45:00,1820.4,0.0,238,1820.4,981.0,0.0,245.25,455.1,Finland
12583.0,26.0,2011-11-21 11:16:00,12570.13,3.0,18,13295.44,8920.0,5.455329045146316,343.0769230769231,511.36307692307696,France
12584.0,8.0,2011-11-22 08:34:00,1807.3,7.0,17,2254.15,413.0,19.82343677217577,51.625,281.76875,Italy
12585.0,2.0,2011-04-19 13:39:00,1766.81,2.0,234,1824.1,1267.0,3.1407269338303805,633.5,912.05,Germany
12586.0,4.0,2011-11-22 16:24:00,2028.67,1.0,17,2062.67,687.0,1.6483489845685446,171.75,515.6675,Italy
12588.0,3.0,2011-10-31 15:01:00,698.98,1.0,39,718.78,432.0,2.75466763126408,144.0,239.59333333333333,Finland
12589.0,6.0,2011-11-11 10:19:00,2752.17,2.0,28,3294.91,1741.0,16.47207359229842,290.1666666666667,549.1516666666666,France
12591.0,3.0,2011-01-26 14:35:00,1128.15,0.0,317,1128.15,669.0,0.0,223.0,376.05,Italy
12592.0,4.0,2011-09-08 15:04:00,1723.6399999999999,0.0,92,1723.64,1866.0,1.3191482875962035e-14,466.5,430.91,Germany
12593.0,3.0,2011-08-23 12:43:00,382.09999999999997,0.0,108,382.1,204.0,1.4876581748444913e-14,68.0,127.36666666666667,France
12594.0,14.0,2011-11-02 12:20:00,4862.51,1.0,37,4890.110000000001,2761.0,0.5644044816987831,197.21428571428572,349.29357142857145,Italy
12595.0,1.0,2010-07-23 09:10:00,281.02,0.0,504,281.02,270.0,0.0,270.0,281.02,Germany
12596.0,2.0,2011-10-19 13:02:00,450.27,0.0,51,450.27,468.0,0.0,234.0,225.135,Spain
12597.0,4.0,2011-11-20 13:33:00,3067.13,1.0,19,3195.22,2214.0,4.008800645964901,553.5,798.805,Spain
12598.0,9.0,2011-11-20 12:34:00,3908.82,4.0,19,4192.09,2887.0,6.757249963621964,320.77777777777777,465.7877777777778,France
