Customer ID,MontantTotal,NombreArticles
12578.0,4026.4500000000003,2358
12579.0,386.42,282
12580.0,962.9,564
12581.0,179.71,160
12582.0,1820.4,981
12583.0,13295.44,8920
12584.0,2254.15,413
12585.0,1824.1,1267
12586.0,2062.67,687
12587.0,104.0,50
12588.0,718.78,432
12589.0,3294.91,1741
12590.0,9341.26,4282
12591.0,1128.15,669
12592.0,1723.6399999999999,1866
12593.0,382.09999999999997,204
12594.0,4890.110000000001,2761
12595.0,281.02,270
12596.0,450.27,468
12597.0,3195.22,2214
12598.0,4192.09,2887
12599.0,2026.72,2174
12600.0,4444.35,1379
12601.0,573.26,284
12602.0,153.12,162
12603.0,613.1999999999999,56
12604.0,236.18,200
12605.0,1124.95,921
12607.0,1579.51,1228
12608.0,415.79,323
12609.0,3021.86,1530
12610.0,1747.54,1039
12611.0,1193.32,846
12612.0,668.0400000000001,260
12613.0,6295.07,4133
12614.0,315.6,76
12615.0,5362.98,3296
12616.0,1023.1,492
12617.0,355.53,213
12618.0,137.31,95
12619.0,3085.7,3500
12620.0,1303.41,1179
12621.0,22525.81,13808
12622.0,162.1,68
12623.0,3315.84,1947
12624.0,569.13,351
12625.0,4678.88,3282
12626.0,5954.48,3416
12627.0,4082.53,2730
12628.0,732.46,445
12629.0,1198.22,713
12630.0,1030.88,542
12631.0,3321.57,1603
12632.0,714.88,689
12633.0,5156.16,3209
12634.0,360.0,336
12635.0,2624.41,1932
12637.0,8142.3099999999995,4273
12638.0,681.49,657
12639.0,1072.37,625
12640.0,994.58,301
12641.0,145.9,71
12642.0,905.26,546
12643.0,7849.42,4762
12644.0,1900.49,1031
12645.0,3215.3,2107
12646.0,1346.97,897
12647.0,14916.35,6726
12648.0,1039.0,513
12649.0,2096.65,1948
12650.0,242.44000000000003,250
12651.0,377.75,265
12652.0,891.03,529
12653.0,4160.83,1681
12654.0,529.98,260
12655.0,243.35000000000002,79
12656.0,5723.83,2822
12657.0,1427.18,1032
12658.0,632.05,317
12659.0,73.68,104
12660.0,227.1,126
12661.0,162.0,216
12662.0,6374.02,3545
12663.0,185.4,178
12664.0,5420.04,1476
12665.0,259.6,162
12666.0,1248.42,370
12667.0,460.13,391
12668.0,9967.68,5001
12669.0,1427.73,1104
12670.0,3436.29,1609
12671.0,2622.48,1459
12672.0,407.05,136
12673.0,1140.02,695
12674.0,1844.6,1126
12675.0,874.5,334
12676.0,2333.09,1854
12677.0,359.1,174
12678.0,32595.18,22346
12679.0,951.02,545
12680.0,790.81,439
12681.0,27898.28,17429
12682.0,21693.91,10888
12683.0,11400.78,7606
12684.0,2073.63,1973
12685.0,2575.08,1507
12686.0,142.28,212
12687.0,1858.91,1402
12688.0,4873.8099999999995,3028
12689.0,1139.61,622
12690.0,335.01,103
12691.0,1044.4,438
12692.0,110.95,36
12693.0,1415.02,520
12694.0,1663.35,1345
12695.0,1371.1200000000001,452
12696.0,731.91,561
12697.0,757.59,503
12698.0,285.75,108
12699.0,566.11,369
12700.0,4525.99,2944
12701.0,2248.41,1716
12702.0,201.0,52
12703.0,898.53,589
12704.0,1740.84,991
12705.0,11114.1,7152
12707.0,603.42,256
12708.0,4738.1,2489
12709.0,30162.76,13946
12710.0,1023.02,844
12711.0,1213.05,763
12712.0,6401.66,2305
12713.0,794.55,505
12714.0,12815.710000000001,8703
12715.0,273.86,195
12716.0,963.49,703
12717.0,1058.91,595
12718.0,202.25,201
12719.0,572.95,370
12720.0,7306.67,6264
12721.0,3635.08,2634
12722.0,979.63,565
12723.0,707.07,433
12724.0,2083.52,1366
12725.0,2278.56,1298
12726.0,3690.6,4600
12727.0,4905.53,2789
12728.0,926.17,535
12729.0,417.01,231
12730.0,703.25,227
12731.0,25631.71,11633
12732.0,218.26000000000002,110
12733.0,2424.02,895
12734.0,603.65,263
12735.0,689.5699999999999,363
12736.0,144.0,168
12738.0,274.7,294
12739.0,2421.23,948
12740.0,427.6,342
12741.0,236.07,213
12742.0,1201.52,1359
12743.0,546.43,319
12744.0,13158.16,6987
12745.0,723.85,467
12746.0,254.55,97
12747.0,9276.539999999999,2758
12748.0,52191.31,38812
12749.0,6847.36,2359
12750.0,275.88,137
12751.0,268.27,189
12752.0,4366.78,2262
12753.0,21429.39,11421
12754.0,3010.74,6481
12755.0,9030.66,3781
12756.0,112.07999999999998,144
12757.0,4199.2,2394
12758.0,9903.24,6155
12759.0,4618.74,3177
12760.0,317.8,196
12761.0,712.95,277
12762.0,1702.52,1220
12763.0,814.16,512
12764.0,1693.88,386
12765.0,1299.58,1002
12766.0,9116.28,5412
12767.0,949.82,598
12768.0,168.69000000000003,102
12769.0,1143.6,356
12770.0,3246.45,1843
12771.0,226.3,102
12772.0,752.47,551
12773.0,124.25,109
12774.0,83.7,52
12775.0,1551.12,1074
12776.0,27.5,45
12777.0,519.45,458
12778.0,1541.68,1720
12779.0,6722.2699999999995,3641
12780.0,322.4,284
12781.0,786.74,670
12782.0,3862.2400000000002,1990
12783.0,1295.87,611
12784.0,1552.75,873
12785.0,904.4,446
12786.0,668.5,320
12787.0,799.18,506
12788.0,384.9,190
12789.0,225.35,33
12790.0,546.85,303
12791.0,834.4300000000001,443
12792.0,715.01,390
12793.0,849.33,520
12794.0,860.41,592
12795.0,318.48,64
12796.0,351.0,180
12797.0,694.11,329
12798.0,8510.93,8455
12799.0,219.35,137
12800.0,500.25,281
12801.0,871.82,500
12802.0,2186.42,1956
12803.0,1017.81,867
12804.0,327.02,271
12805.0,1230.95,581
12806.0,2558.96,2084
12807.0,250.35,143
12808.0,850.1,373
12809.0,1384.3400000000001,508
12810.0,534.99,389
12811.0,893.9,429
12812.0,229.64000000000001,164
12813.0,1621.8,1134
12814.0,85.92,48
12815.0,863.46,374
12816.0,452.20000000000005,125
12817.0,570.98,216
12818.0,1182.0800000000002,920
12819.0,540.52,344
12820.0,2689.52,1964
12821.0,220.8,162
12822.0,948.88,550
12823.0,6501.5,930
12824.0,397.12,232
12825.0,518.63,139
12826.0,2955.75,1995
12827.0,430.15000000000003,197
12828.0,1018.71,494
12829.0,385.3,550
12830.0,6814.64,9848
12831.0,451.11,303
12832.0,383.03,195
12833.0,417.38,156
12834.0,312.38,110
12835.0,6043.31,2357
12836.0,6585.62,2236
12837.0,688.41,209
12838.0,3398.48,1845
12839.0,10071.73,6849
12840.0,4041.97,2258
12841.0,7540.68,5414
12842.0,1917.99,887
12843.0,6466.92,3028
12844.0,648.6,223
12845.0,354.09,204
12847.0,1636.8999999999999,1533
12848.0,208.0,58
12849.0,3064.07,1861
12850.0,330.0,200
12851.0,284.13,160
12852.0,311.55,149
12853.0,3907.5,1668
12854.0,2994.02,1635
12855.0,650.9399999999999,270
12856.0,2179.93,1079
12857.0,3688.0,1420
12858.0,177.92,63
12859.0,575.1,292
12860.0,55.47,27
12861.0,68.25,27
12862.0,1008.3199999999999,613
12863.0,2792.5499999999997,895
12864.0,299.57,447
12865.0,3323.47,1973
12866.0,1092.35,544
12867.0,7913.29,7939
12868.0,2247.06,1282
12869.0,337.66999999999996,144
12870.0,1676.95,906
12871.0,744.02,484
12872.0,3685.4900000000002,1855
12873.0,2027.3,786
12874.0,873.42,618
12875.0,1356.99,5187
12876.0,3751.79,3025
12877.0,2955.17,2262
12878.0,854.99,547
12879.0,573.22,370
12880.0,640.13,279
12881.0,298.0,21
12882.0,1463.04,246
12883.0,703.47,196
12884.0,309.05,43
12885.0,1175.22,655
12886.0,1378.4,770
12887.0,222.4,100
12888.0,354.12,76
12889.0,385.46000000000004,124
12890.0,717.27,466
12891.0,840.5,2325
12892.0,263.38,140
12893.0,188.14,96
12894.0,157.35,33
12895.0,372.8,210
12897.0,514.25,249
12898.0,310.96000000000004,240
12899.0,366.4,108
12900.0,340.33,139
12901.0,17654.54,23075
12902.0,138.68,66
12903.0,833.53,493
12904.0,509.58,302
12905.0,1018.42,532
12906.0,2919.81,1749
12907.0,508.91,177
12908.0,1776.0,3000
12909.0,3103.19,1948
12910.0,5796.52,3632
12911.0,1680.47,820
12912.0,1662.3,670
12913.0,6700.860000000001,3232
12914.0,223.98,336
12915.0,1174.75,452
12916.0,4654.0199999999995,1774
12917.0,4359.2,1104
12919.0,1335.19,673
12920.0,488.09000000000003,421
12921.0,35921.04,21708
12922.0,405.38,370
12923.0,788.62,236
12924.0,2461.45,1422
12925.0,729.3299999999999,649
12926.0,1548.08,764
12927.0,197.31,145
12928.0,4304.89,2899
12929.0,117.85,37
12930.0,415.8,252
12931.0,92347.34,62906
12932.0,1698.56,1609
12933.0,1687.03,959
12934.0,181.65,31
12935.0,4243.86,3201
12936.0,1063.9,559
12937.0,3097.61,1983
12938.0,114.14,140
12939.0,25264.8,10328
12940.0,913.54,411
12941.0,377.49,381
12942.0,942.65,272
12943.0,496.5,222
12944.0,604.51,289
12945.0,900.11,446
12946.0,324.45,149
12947.0,1908.03,1349
12948.0,2317.43,1304
12949.0,15526.7,8233
12950.0,1843.0,1380
12951.0,3213.7200000000003,1662
12952.0,1387.79,653
12953.0,828.8100000000001,364
12954.0,162.45,83
12955.0,4757.16,3664
12956.0,521.89,340
12957.0,8706.97,4686
12958.0,539.49,131
12959.0,150.95,109
12960.0,1322.07,1379
12961.0,211.99,180
12962.0,266.39,129
12963.0,3601.59,1809
12964.0,132.24,56
12965.0,771.91,283
12966.0,160.18,75
12967.0,4306.92,1272
12968.0,135.95,73
12969.0,122.45,55
12970.0,1523.91,1012
12971.0,15972.79,14587
12972.0,1161.2,844
12973.0,385.55,31
12974.0,408.95,104
12975.0,2100.09,911
12976.0,3156.38,2684
12977.0,517.63,131
12978.0,2502.82,1394
12979.0,517.7,520
12980.0,16245.78,1910
12981.0,372.21999999999997,242
12982.0,2744.81,1729
12983.0,490.08000000000004,638
12984.0,97.5,26
12985.0,1239.38,1533
12986.0,2729.84,1164
12987.0,1312.21,585
12988.0,535.32,136
12989.0,13551.75,6935
12990.0,955.5,480
12991.0,764.82,483
12992.0,93.35000000000001,21
12993.0,1259.6299999999999,751
12994.0,974.4200000000001,459
12995.0,211.32,108
12996.0,355.5,122
12997.0,2110.91,1186
12998.0,920.08,1124
12999.0,455.88,342
13000.0,1032.5,548
13001.0,24172.100000000002,13539
13002.0,414.13,201
13003.0,149.05,103
13004.0,11650.85,8768
13005.0,999.68,462
13006.0,81.57,55
13007.0,175.25,59
13008.0,612.13,379
13009.0,234.0,120
13010.0,330.12,323
13011.0,101.10000000000001,26
13012.0,2972.83,1563
13013.0,12625.77,6463
13014.0,5381.08,1979
13015.0,6586.42,3535
13016.0,789.89,527
13017.0,204.0,48
13018.0,9763.16,6746
13019.0,1229.95,397
13020.0,618.96,278
13021.0,4887.24,2546
13022.0,50.3,34
13023.0,1251.03,573
13024.0,555.87,181
13025.0,323.39,241
13026.0,1733.08,2466
13027.0,17335.2,43080
13028.0,661.3199999999999,798
13029.0,1927.3,194
13030.0,1227.22,598
13031.0,3419.27,2399
13032.0,2843.55,1281
13033.0,220.55,98
13034.0,922.68,522
13035.0,1364.2,926
13036.0,307.1,38
13037.0,3914.9500000000003,2130
13038.0,908.46,360
13039.0,1010.73,290
13040.0,676.99,355
13041.0,799.13,335
13042.0,1556.54,830
13043.0,516.42,254
13044.0,4853.9,2553
13045.0,808.92,405
13046.0,949.25,505
13047.0,8790.210000000001,3428
13048.0,4084.21,2705
13049.0,1408.24,620
13050.0,12235.3,7178
13051.0,155.8,72
13052.0,3167.68,1453
13053.0,127.65,47
13055.0,2321.11,1821
13056.0,209.48,158
13057.0,722.09,466
13058.0,271.40000000000003,52
13059.0,2303.17,864
13060.0,307.53,123
13061.0,248.61,107
13062.0,346.98,343
13063.0,188.4,116
13064.0,1680.74,670
13065.0,1260.91,455
13066.0,470.8,322
13067.0,508.51,131
13068.0,344.0,200
13069.0,9683.13,15404
13070.0,751.7,372
13071.0,129.22,30
13072.0,177.15,69
13073.0,418.08,261
13074.0,1378.74,826
13075.0,919.61,485
13076.0,135.4,44
13077.0,3064.67,2785
13078.0,29532.45,12183
13079.0,419.18,158
13080.0,280.73,193
13081.0,59205.15,41423
13082.0,7335.75,8466
13083.0,395.43,307
13084.0,122.39999999999999,144
13085.0,2433.28,944
13086.0,439.33000000000004,155
13087.0,313.64,86
13088.0,236.11,76
13089.0,116737.86,60229
13090.0,14073.09,3443
13091.0,1108.8,1338
13092.0,2140.28,664
13093.0,54943.65,26227
13094.0,2433.1200000000003,2088
13095.0,74.39999999999999,144
13096.0,419.70000000000005,6
13097.0,13080.48,5395
13098.0,28882.44,15968
13099.0,207.35999999999999,288
13101.0,695.4,478
13102.0,11696.92,6576
13103.0,709.64,426
13104.0,1709.1,834
13105.0,72.0,100
13106.0,603.46,231
13107.0,5253.07,4316
13108.0,1098.52,1043
13109.0,1134.03,757
13110.0,2957.4700000000003,763
13111.0,321.88000000000005,180
13112.0,20.6,11
13113.0,18625.73,4545
13114.0,234.38,74
13115.0,5494.7,3934
13116.0,501.14,291
13117.0,2643.81,2067
13118.0,2415.41,834
13119.0,134.9,110
13120.0,30.599999999999998,12
13121.0,283.73,252
13122.0,922.39,585
13123.0,506.75,268
13124.0,4782.45,2783
13125.0,158.57,54
13126.0,3998.25,3409
13127.0,259.17,127
13128.0,263.5,31
13129.0,233.25,296
13130.0,64.0,32
13131.0,3313.77,1523
13132.0,77.3,20
13133.0,200.45000000000002,55
13134.0,2475.23,1364
13135.0,3371.45,4423
13136.0,6274.56,3109
13137.0,7712.7,4294
13138.0,1467.24,718
13139.0,8202.98,4614
13140.0,1215.68,648
13141.0,7668.58,5169
13142.0,307.09,258
13143.0,405.1,198
13144.0,135.35,29
13145.0,1423.52,266
13146.0,228.91,154
13147.0,712.8000000000001,144
13148.0,8612.31,4565
13149.0,1676.06,1280
13150.0,449.96999999999997,171
13151.0,2570.2400000000002,807
13152.0,2146.38,977
13153.0,486.22,418
13154.0,1624.84,976
13155.0,1750.18,909
13156.0,1586.54,914
13157.0,5687.36,4762
13158.0,1508.18,992
13159.0,1437.85,1059
13160.0,91.8,56
13161.0,478.88,106
13162.0,9275.49,5755
13163.0,17.65,3
13164.0,372.2,120
13165.0,1451.16,1736
13166.0,884.18,527
13167.0,1113.15,995
13168.0,1875.31,912
13169.0,840.08,296
13170.0,116.00999999999999,147
13171.0,468.41,229
13172.0,69.6,48
13173.0,2629.35,1618
13174.0,9471.94,4537
13175.0,831.45,423
13176.0,492.84,453
13177.0,512.2,180
13178.0,14059.19,8778
13179.0,572.3100000000001,368
13180.0,86.10000000000001,42
13181.0,359.69,171
13182.0,121.18,201
13183.0,7036.18,4027
13184.0,1700.29,1691
13185.0,71.4,12
13186.0,1575.89,820
13187.0,348.01,356
13188.0,114.60000000000001,25
13189.0,260.68,842
13190.0,570.66,308
13191.0,159.21,111
13192.0,2558.58,1629
13193.0,117.88,50
13194.0,472.78,326
13195.0,172.38,83
13196.0,3068.84,2006
13197.0,373.01000000000005,204
13198.0,4974.2300000000005,3449
13199.0,16417.89,12018
13200.0,870.09,516
13201.0,1240.6100000000001,1039
13202.0,1580.3,572
13203.0,2648.25,2413
13204.0,966.6600000000001,428
13205.0,2803.2,256
13206.0,8377.32,7155
13207.0,535.86,178
13208.0,1964.02,1309
13209.0,8509.51,5781
13210.0,353.48,316
13211.0,2729.32,1890
13212.0,788.08,310
13213.0,3851.52,2962
13214.0,3264.23,2966
13215.0,81.6,96
13216.0,333.74,297
13217.0,666.48,512
13218.0,62.63999999999999,88
13219.0,76.23,11
13220.0,1336.0900000000001,396
13221.0,844.86,243
13222.0,88.5,30
13223.0,969.1200000000001,568
13224.0,2152.95,1515
13225.0,16260.07,7401
13226.0,312.46,179
13227.0,257.7,99
13228.0,358.0,200
13229.0,160.95,63
13230.0,6350.28,3610
13232.0,1357.0,776
13233.0,1176.46,1604
13234.0,356.95,162
13235.0,1031.07,441
13236.0,744.85,416
13237.0,643.0,128
13238.0,1006.63,442
13239.0,1594.69,1151
13240.0,1718.1200000000001,857
13241.0,115.58,48
13242.0,699.4,350
13243.0,1278.04,579
13244.0,121.74000000000001,38
13245.0,989.22,371
13246.0,3387.43,2815
13247.0,501.12,328
13248.0,465.68,305
13249.0,1608.93,1246
13250.0,256.04,108
13251.0,252.68,215
13252.0,399.3,134
13253.0,2951.11,3015
13254.0,51.410000000000004,43
13255.0,904.46,517
13257.0,149.75,33
13258.0,1035.18,451
13259.0,1429.63,516
13260.0,557.62,142
13261.0,944.1,210
13262.0,573.45,247
13263.0,8679.47,5383
13264.0,722.5600000000001,375
13265.0,2107.66,1752
13266.0,6135.04,6837
13267.0,9758.26,4104
13268.0,3192.65,3582
13269.0,8891.7,6564
13270.0,1180.0,400
13271.0,217.38,253
13272.0,276.56,96
13273.0,138.98,153
13274.0,360.85,199
13275.0,241.66,140
13276.0,1939.26,855
13277.0,523.3,382
13278.0,1425.35,1333
13279.0,137.75,73
13280.0,2322.63,1495
13281.0,350.85,201
13282.0,1313.19,410
13283.0,373.36,204
13284.0,201.19,91
13285.0,3364.59,2457
13286.0,734.91,274
13287.0,781.59,429
13288.0,927.61,379
13289.0,307.95,119
13291.0,3320.84,1619
13292.0,994.51,530
13293.0,1192.94,555
13294.0,1689.53,996
13295.0,1101.97,733
13296.0,792.51,653
13297.0,4368.62,2694
13298.0,360.0,96
13299.0,1218.7,416
13300.0,1285.51,455
13301.0,600.19,343
13302.0,159.2,12
13303.0,61.72,26
13304.0,1217.99,716
13305.0,3754.71,2361
13306.0,53.65,74
13307.0,273.34,140
13308.0,1670.3700000000001,1073
13309.0,1706.3700000000001,1914
13310.0,1541.2,816
13311.0,598.57,305
13312.0,124.75,41
13313.0,3445.32,2308
13314.0,775.94,560
13315.0,310.26,232
13316.0,13191.57,21372
13317.0,6486.09,3148
13318.0,640.76,304
13319.0,22082.5,9270
13320.0,2228.1,1519
13321.0,567.36,372
13322.0,199.48000000000002,117
13323.0,787.85,175
13324.0,10513.47,8448
13325.0,675.3,240
13326.0,281.76,140
13327.0,9797.87,4478
13328.0,1308.48,680
13329.0,5112.97,3486
13330.0,2806.18,1975
13331.0,262.4,54
13332.0,350.9,179
13333.0,1015.74,685
13334.0,6263.75,3227
13336.0,795.12,559
13337.0,1575.26,980
13338.0,2345.62,1149
13339.0,860.12,326
13340.0,22100.56,9636
13341.0,775.85,301
13343.0,303.43,134
13344.0,2543.72,971
13345.0,339.5,140
13346.0,299.4,180
13347.0,291.36,204
13348.0,233.76,136
13349.0,197.32,224
13350.0,879.12,285
13351.0,323.94,116
13352.0,347.97999999999996,320
13354.0,743.53,604
13355.0,674.7,314
13356.0,768.24,325
13357.0,3817.36,2092
13358.0,389.03,284
13359.0,943.3100000000001,379
13360.0,1503.65,941
13361.0,1450.5,324
13362.0,5394.07,2481
13363.0,1623.86,1144
13364.0,134.95999999999998,71
13365.0,2225.37,1247
13366.0,56.160000000000004,144
13367.0,460.20000000000005,252
13368.0,1021.5,604
13369.0,516.5600000000001,296
13370.0,1509.74,686
13371.0,2297.66,1019
13372.0,328.64,158
13373.0,7587.1900000000005,4263
13374.0,372.8,134
13375.0,1792.23,1124
13376.0,869.76,490
13377.0,1452.88,746
13379.0,572.56,601
13380.0,62.4,48
13381.0,8224.37,5125
13382.0,1387.58,863
13383.0,305.28000000000003,288
13384.0,6680.83,4142
13385.0,534.57,281
13386.0,835.46,514
13387.0,184.34,119
13388.0,1185.65,701
13389.0,797.96,429
13390.0,544.08,224
13391.0,59.8,4
13392.0,91.14,82
13393.0,1131.45,662
13394.0,6621.7,5354
13395.0,1180.23,1660
13396.0,1360.99,600
13397.0,3191.87,1336
13398.0,670.34,341
13399.0,275.4,120
13400.0,310.83,284
13402.0,1535.13,1107
13403.0,229.5,114
13404.0,252.49,111
13405.0,1198.81,853
13406.0,568.92,292
13407.0,2244.7,1690
13408.0,51733.46,29497
13410.0,2201.96,1244
13411.0,213.55,72
13412.0,487.34999999999997,176
13413.0,429.44,455
13414.0,2494.14,2702
13415.0,800.67,502
13416.0,940.8000000000001,208
13417.0,1669.49,532
13418.0,12233.6,7606
13419.0,221.06,275
13420.0,159.85,101
13421.0,4092.62,2395
13422.0,2626.3,1326
13423.0,217.03,141
13424.0,572.77,529
13425.0,3403.63,2382
13426.0,8167.38,4868
13427.0,1006.53,880
13428.0,499.98,366
13429.0,1006.8,1390
13430.0,679.45,751
13431.0,3316.24,1570
13432.0,436.55,214
13433.0,658.3199999999999,190
13434.0,1666.8600000000001,864
13435.0,4475.2300000000005,2791
13436.0,196.89,76
13437.0,3408.06,1283
13438.0,46.5,10
13439.0,986.61,952
13440.0,1295.25,573
13441.0,720.9,520
13442.0,419.87,115
13443.0,1276.3700000000001,806
13444.0,631.6800000000001,337
13445.0,241.89999999999998,198
13446.0,3881.89,2403
13447.0,1129.14,584
13448.0,8881.16,4403
13449.0,291.88,222
13450.0,4120.04,4318
13451.0,7189.78,5265
13452.0,729.8,6
13453.0,781.6899999999999,341
13454.0,219.87,198
13455.0,2905.93,985
13456.0,1766.72,765
13457.0,148.22,96
13458.0,11959.27,6760
13459.0,1160.4099999999999,986
13460.0,183.44,286
13461.0,4160.0,3132
13462.0,1153.85,697
13464.0,3097.64,1440
13465.0,931.12,584
13466.0,1013.35,660
13467.0,1083.71,584
13468.0,13390.51,5824
13469.0,82.4,52
13470.0,165.0,100
13471.0,2531.58,1590
13472.0,592.24,310
13473.0,2657.7599999999998,1000
13474.0,663.79,334
13475.0,1431.78,1012
13476.0,2061.4700000000003,713
13477.0,2834.17,2095
13478.0,2215.78,1189
13479.0,851.37,716
13480.0,627.82,362
13481.0,3830.84,2055
13482.0,336.09,187
13483.0,140.34,160
13484.0,790.72,224
13485.0,3015.2200000000003,1797
13486.0,1122.41,669
13487.0,846.87,362
13488.0,15587.88,7891
13489.0,449.52,560
13490.0,154.25,25
13491.0,4566.56,2385
13492.0,1269.84,408
13493.0,498.63,377
13494.0,316.26000000000005,162
13495.0,5374.26,2674
13496.0,653.33,341
13497.0,1320.33,579
13498.0,327.38,362
13499.0,1159.11,1365
13500.0,1466.3,838
13501.0,2885.11,1253
13502.0,780.5,490
13503.0,1824.19,1114
13504.0,295.93,178
13505.0,3633.63,2467
13506.0,1639.2,1174
13507.0,2479.16,1597
