,Customer ID,NombreCommandes,NombreArticles,DateDerniereCommande,MontantTotal,CommandesAnnulees,NombreCommandesNonAnnulees,PanierMoyen,Recency,NombreArticlesMoyenParCommande,Country
99,12439.0,3,454,2010-01-26 12:11:00,1104.48,1.0,1.0,1104.48,682,454.0,Cyprus
100,12440.0,3,305,2010-09-08 15:57:00,648.15,1.0,1.0,648.15,457,305.0,Austria
101,12441.0,1,240,2010-12-08 10:45:00,311.1,0.0,1.0,311.1,366,240.0,France
102,12442.0,1,181,2011-12-06 14:22:00,144.06,0.0,1.0,144.06,3,181.0,Spain
103,12443.0,1,179,2009-12-07 15:42:00,365.31,0.0,1.0,365.31,732,179.0,Norway
104,12444.0,5,1130,2011-11-18 13:23:00,4085.46,0.0,5.0,817.092,21,226.0,Norway
105,12445.0,3,202,2011-11-17 18:43:00,370.48,1.0,1.0,370.48,22,202.0,Spain
106,12446.0,1,351,2011-10-13 12:50:00,1002.3100000000001,0.0,1.0,1002.3100000000001,57,351.0,RSA
107,12447.0,1,187,2011-04-10 13:25:00,431.49,0.0,1.0,431.49,243,187.0,Belgium
108,12448.0,1,240,2011-10-26 13:46:00,365.45,0.0,1.0,365.45,44,240.0,Spain
109,12449.0,5,2247,2011-11-17 13:46:00,4274.89,0.0,5.0,854.9780000000001,22,449.4,Denmark
110,12449.0,5,2247,2011-11-17 13:46:00,4274.89,0.0,5.0,854.9780000000001,22,449.4,Belgium
111,12450.0,7,435,2011-07-06 14:41:00,666.95,2.0,3.0,222.3166666666667,156,145.0,Spain
112,12451.0,10,9225,2011-11-29 08:40:00,12506.53,2.0,6.0,2084.4216666666666,10,1537.5,Switzerland
113,12452.0,1,181,2011-11-23 08:05:00,348.57,0.0,1.0,348.57,16,181.0,Switzerland
114,12453.0,1,473,2011-07-28 14:08:00,707.09,0.0,1.0,707.09,134,473.0,Austria
115,12454.0,7,2232,2011-10-17 15:07:00,4098.96,3.0,1.0,4098.96,53,2232.0,Spain
116,12455.0,9,3295,2011-09-27 15:31:00,5722.95,0.0,9.0,635.8833333333333,73,366.1111111111111,Cyprus
117,12455.0,9,3295,2011-09-27 15:31:00,5722.95,0.0,9.0,635.8833333333333,73,366.1111111111111,Spain
118,12456.0,4,1601,2011-10-26 14:41:00,2553.89,1.0,2.0,1276.945,44,800.5,Switzerland
119,12457.0,13,926,2011-10-12 13:46:00,2032.31,6.0,1.0,2032.31,58,926.0,Switzerland
120,12457.0,13,926,2011-10-12 13:46:00,2032.31,6.0,1.0,2032.31,58,926.0,Cyprus
121,12458.0,4,979,2011-09-29 15:25:00,1502.49,0.0,4.0,375.6225,71,244.75,Switzerland
122,12459.0,1,256,2010-04-13 14:53:00,398.36,0.0,1.0,398.36,605,256.0,Spain
123,12460.0,1,168,2010-09-09 13:51:00,296.65,0.0,1.0,296.65,456,168.0,Belgium
124,12461.0,1,282,2011-07-08 10:23:00,626.88,0.0,1.0,626.88,154,282.0,Switzerland
125,12463.0,6,751,2011-10-24 13:43:00,1165.63,2.0,2.0,582.815,46,375.5,Belgium
126,12464.0,8,95,2011-11-29 13:33:00,957.05,0.0,8.0,119.63125,10,11.875,Belgium
127,12465.0,3,471,2011-12-02 11:34:00,673.89,1.0,1.0,673.89,7,471.0,Belgium
128,12469.0,2,2552,2010-07-05 12:40:00,3070.54,0.0,2.0,1535.27,522,1276.0,Thailand
129,12470.0,1,95,2010-01-19 11:01:00,211.95,0.0,1.0,211.95,689,95.0,Unspecified
130,12471.0,120,16220,2011-12-07 15:43:00,33323.52,49.0,22.0,1514.7054545454544,2,737.2727272727273,Germany
131,12472.0,37,10833,2011-11-09 11:33:00,15570.69,18.0,1.0,15570.69,30,10833.0,Germany
132,12473.0,4,2348,2011-10-17 11:27:00,2555.77,1.0,2.0,1277.885,53,1174.0,Germany
133,12474.0,52,7738,2011-11-22 14:39:00,10904.45,23.0,6.0,1817.4083333333335,17,1289.6666666666667,Germany
134,12475.0,2,766,2011-10-17 10:10:00,1065.64,0.0,2.0,532.82,53,383.0,Germany
135,12476.0,33,5451,2011-12-08 14:08:00,11951.62,15.0,3.0,3983.8733333333334,1,1817.0,Germany
136,12477.0,12,6086,2011-11-17 09:51:00,20173.64,3.0,6.0,3362.273333333333,22,1014.3333333333334,Germany
137,12478.0,1,233,2011-12-06 09:56:00,545.99,0.0,1.0,545.99,3,233.0,Greece
138,12480.0,8,2912,2011-11-11 14:52:00,4805.1,1.0,6.0,800.85,28,485.3333333333333,Germany
139,12481.0,17,7066,2011-11-17 08:29:00,11047.03,3.0,11.0,1004.2754545454546,22,642.3636363636364,Germany
140,12482.0,27,27040,2010-05-12 16:51:00,21941.72,0.0,27.0,812.6562962962963,576,1001.4814814814815,Sweden
141,12483.0,23,2121,2011-11-22 17:02:00,4031.33,4.0,15.0,268.75533333333334,17,141.4,Sweden
142,12484.0,13,3231,2011-11-04 15:18:00,5506.85,4.0,5.0,1101.3700000000001,35,646.2,Spain
143,12485.0,1,414,2010-06-28 15:22:00,708.1,0.0,1.0,708.1,529,414.0,Sweden
144,12486.0,1,520,2010-10-04 12:14:00,917.28,0.0,1.0,917.28,431,520.0,Sweden
145,12488.0,3,526,2011-11-30 08:50:00,1244.66,0.0,3.0,414.8866666666667,9,175.33333333333334,France
146,12489.0,1,103,2011-01-07 13:13:00,298.93,0.0,1.0,298.93,336,103.0,France
147,12490.0,21,5845,2011-12-04 16:07:00,8759.64,1.0,19.0,461.0336842105263,5,307.63157894736844,France
148,12491.0,1,258,2011-11-01 12:18:00,424.40000000000003,0.0,1.0,424.40000000000003,38,258.0,France
149,12492.0,3,438,2011-10-07 15:15:00,607.21,0.0,3.0,202.40333333333334,63,146.0,Germany
150,12493.0,3,203,2011-06-27 10:17:00,362.79,1.0,1.0,362.79,165,203.0,France
151,12494.0,17,947,2011-11-30 09:21:00,1491.52,8.0,1.0,1491.52,9,947.0,France
152,12496.0,2,33,2010-03-29 14:06:00,54.09,0.0,2.0,27.045,620,16.5,Spain
153,12497.0,3,5671,2011-09-19 12:29:00,5996.5,0.0,3.0,1998.8333333333333,81,1890.3333333333333,Germany
154,12498.0,3,156,2011-11-18 12:53:00,349.70000000000005,0.0,3.0,116.56666666666668,21,52.0,Germany
155,12499.0,1,300,2010-05-28 15:12:00,357.72,0.0,1.0,357.72,560,300.0,Germany
156,12500.0,24,3339,2011-11-16 16:20:00,5494.31,6.0,12.0,457.8591666666667,23,278.25,Germany
157,12502.0,5,794,2011-09-05 11:52:00,2995.87,0.0,5.0,599.174,95,158.8,Spain
158,12503.0,1,560,2010-05-04 13:59:00,896.0,0.0,1.0,896.0,584,560.0,Spain
159,12504.0,6,414,2011-11-21 16:02:00,321.0,2.0,2.0,160.5,18,207.0,Germany
160,12506.0,1,23,2011-04-21 08:54:00,73.5,0.0,1.0,73.5,232,23.0,France
161,12507.0,5,1233,2011-07-28 17:09:00,1461.31,1.0,3.0,487.1033333333333,134,411.0,Spain
162,12508.0,2,272,2011-11-13 15:37:00,398.27,0.0,2.0,199.135,26,136.0,France
163,12509.0,1,54,2011-02-28 14:45:00,158.5,0.0,1.0,158.5,284,54.0,France
164,12510.0,9,1995,2011-07-20 10:15:00,2989.33,2.0,5.0,597.866,142,399.0,Spain
165,12512.0,2,99,2011-10-04 14:55:00,138.03,0.0,2.0,69.015,66,49.5,Israel
166,12514.0,2,840,2011-03-17 16:38:00,1597.76,0.0,2.0,798.88,267,420.0,Italy
167,12515.0,1,128,2010-12-21 15:43:00,278.7,0.0,1.0,278.7,353,128.0,Italy
168,12516.0,4,1932,2011-09-23 09:13:00,2288.62,0.0,4.0,572.155,77,483.0,Germany
169,12517.0,5,1338,2011-11-11 13:57:00,2284.89,1.0,3.0,761.63,28,446.0,Germany
170,12518.0,5,1306,2011-12-09 10:13:00,1840.89,0.0,5.0,368.178,0,261.2,Germany
171,12519.0,3,383,2011-10-07 09:26:00,605.19,1.0,1.0,605.19,63,383.0,Germany
172,12520.0,6,1414,2011-09-21 15:23:00,2294.5099999999998,1.0,4.0,573.6274999999999,79,353.5,Germany
173,12521.0,1,306,2011-07-20 10:51:00,545.68,0.0,1.0,545.68,142,306.0,Germany
174,12522.0,2,192,2011-10-31 15:30:00,156.72,0.0,2.0,78.36,39,96.0,Germany
175,12523.0,30,2230,2011-12-08 11:46:00,3896.85,7.0,16.0,243.553125,1,139.375,France
176,12524.0,18,7099,2011-11-30 15:31:00,9759.36,1.0,16.0,609.96,9,443.6875,Germany
177,12526.0,3,624,2011-12-09 12:09:00,1172.66,0.0,3.0,390.8866666666667,0,208.0,Germany
178,12527.0,5,525,2011-09-19 11:55:00,717.51,0.0,5.0,143.502,81,105.0,Germany
179,12528.0,8,734,2011-11-30 14:40:00,1634.28,2.0,4.0,408.57,9,183.5,Germany
180,12530.0,11,2678,2011-10-11 12:34:00,3329.86,2.0,7.0,475.69428571428574,59,382.57142857142856,Germany
181,12531.0,3,1095,2011-11-25 11:12:00,1737.05,1.0,1.0,1737.05,14,1095.0,Germany
182,12532.0,1,151,2011-11-09 13:47:00,313.83000000000004,0.0,1.0,313.83000000000004,30,151.0,France
183,12534.0,1,645,2011-08-01 10:26:00,981.18,0.0,1.0,981.18,130,645.0,Germany
184,12535.0,2,219,2011-09-09 08:48:00,716.35,0.0,2.0,358.175,91,109.5,France
185,12537.0,1,446,2010-10-27 08:36:00,612.94,0.0,1.0,612.94,408,446.0,Sweden
186,12538.0,2,336,2011-11-10 17:16:00,640.45,0.0,2.0,320.225,29,168.0,Spain
187,12539.0,7,4534,2011-11-17 13:30:00,11186.75,0.0,7.0,1598.107142857143,22,647.7142857142857,Spain
188,12540.0,34,10903,2011-11-20 11:31:00,19159.29,2.0,30.0,638.643,19,363.43333333333334,Spain
189,12541.0,3,675,2011-11-10 10:40:00,841.18,0.0,3.0,280.3933333333333,29,225.0,Spain
190,12543.0,1,683,2010-09-17 15:51:00,840.25,0.0,1.0,840.25,448,683.0,Spain
191,12545.0,2,517,2011-09-25 13:39:00,832.39,0.0,2.0,416.195,75,258.5,Spain
192,12546.0,3,612,2011-10-24 12:09:00,1001.5,1.0,1.0,1001.5,46,612.0,Spain
193,12547.0,3,306,2011-05-26 12:38:00,299.58,0.0,3.0,99.86,197,102.0,Spain
194,12548.0,1,48,2011-06-26 15:35:00,67.19999999999999,0.0,1.0,67.19999999999999,166,48.0,Spain
195,12549.0,5,1365,2010-05-13 12:05:00,1570.68,0.0,5.0,314.136,575,273.0,USA
196,12550.0,1,564,2011-09-21 14:35:00,824.83,0.0,1.0,824.83,79,564.0,Spain
197,12551.0,1,100,2010-12-17 11:23:00,168.0,0.0,1.0,168.0,357,100.0,Spain
198,12552.0,1,85,2011-10-31 12:11:00,317.82,0.0,1.0,317.82,39,85.0,Italy
199,12553.0,17,2254,2011-12-01 16:38:00,4044.82,5.0,7.0,577.8314285714285,8,322.0,France
200,12554.0,1,237,2010-09-17 12:29:00,384.5,0.0,1.0,384.5,448,237.0,Spain
201,12556.0,2,358,2011-10-20 13:06:00,603.71,0.0,2.0,301.855,50,179.0,Spain
202,12557.0,8,6782,2011-11-23 16:59:00,18716.14,0.0,8.0,2339.5175,16,847.75,Spain
203,12559.0,3,279,2011-02-02 09:49:00,500.21000000000004,1.0,1.0,500.21000000000004,310,279.0,Germany
204,12560.0,3,1066,2011-12-04 13:54:00,1885.39,1.0,1.0,1885.39,5,1066.0,Germany
205,12561.0,1,177,2011-02-10 11:39:00,238.85,0.0,1.0,238.85,302,177.0,Germany
206,12562.0,9,2297,2011-12-01 17:20:00,4426.92,0.0,9.0,491.88,8,255.22222222222223,France
207,12563.0,1,112,2010-10-27 09:52:00,221.24,0.0,1.0,221.24,408,112.0,Italy
208,12564.0,1,130,2011-03-23 14:55:00,402.9,0.0,1.0,402.9,261,130.0,France
209,12567.0,17,5795,2011-11-17 11:02:00,12151.82,2.0,13.0,934.7553846153846,22,445.7692307692308,France
210,12568.0,1,47,2010-03-05 09:15:00,52.0,0.0,1.0,52.0,644,47.0,Germany
211,12569.0,33,1741,2011-12-07 16:24:00,3128.9900000000002,1.0,31.0,100.93516129032258,2,56.16129032258065,Germany
212,12571.0,2,523,2011-10-31 10:19:00,519.61,0.0,2.0,259.805,39,261.5,France
213,12572.0,3,444,2011-12-01 09:20:00,896.72,1.0,1.0,896.72,8,444.0,Germany
214,12573.0,5,479,2011-04-26 15:52:00,717.41,0.0,5.0,143.482,227,95.8,France
215,12574.0,1,59,2011-01-28 09:20:00,182.45000000000002,0.0,1.0,182.45000000000002,315,59.0,France
216,12575.0,2,312,2010-09-08 13:09:00,568.8199999999999,0.0,2.0,284.40999999999997,457,156.0,France
217,12576.0,11,1477,2011-11-04 10:11:00,2003.87,3.0,5.0,400.774,35,295.4,Poland
218,12577.0,9,1190,2011-11-04 13:28:00,1587.4,1.0,7.0,226.77142857142857,35,170.0,France
219,12578.0,7,2312,2011-11-18 13:30:00,3956.4500000000003,3.0,1.0,3956.4500000000003,21,2312.0,Italy
220,12580.0,2,564,2011-04-07 10:24:00,962.9,0.0,2.0,481.45,246,282.0,Germany
221,12581.0,1,160,2011-10-31 08:56:00,179.71,0.0,1.0,179.71,39,160.0,Germany
222,12582.0,4,981,2011-04-15 08:45:00,1820.4,0.0,4.0,455.1,238,245.25,Finland
223,12583.0,30,8869,2011-12-07 08:07:00,13210.9,3.0,24.0,550.4541666666667,2,369.5416666666667,France
224,12586.0,5,683,2011-11-22 16:24:00,2028.67,1.0,3.0,676.2233333333334,17,227.66666666666666,Italy
225,12587.0,1,50,2011-12-02 12:47:00,104.0,0.0,1.0,104.0,7,50.0,Finland
226,12588.0,4,428,2011-10-31 15:01:00,698.98,1.0,2.0,349.49,39,214.0,Finland
227,12589.0,8,1350,2011-11-11 10:19:00,2752.17,2.0,4.0,688.0425,28,337.5,France
228,12591.0,3,669,2011-01-26 14:35:00,1128.15,0.0,3.0,376.05,317,223.0,Italy
229,12592.0,4,1866,2011-09-08 15:04:00,1723.6399999999999,0.0,4.0,430.90999999999997,92,466.5,Germany
230,12593.0,3,204,2011-08-23 12:43:00,382.09999999999997,0.0,3.0,127.36666666666666,108,68.0,France
231,12594.0,15,2737,2011-11-02 12:20:00,4862.51,1.0,13.0,374.0392307692308,37,210.53846153846155,Italy
232,12595.0,1,270,2010-07-23 09:10:00,281.02,0.0,1.0,281.02,504,270.0,Germany
233,12596.0,2,468,2011-10-19 13:02:00,450.27,0.0,2.0,225.135,51,234.0,Spain
234,12597.0,5,2165,2011-11-20 13:33:00,3067.13,1.0,3.0,1022.3766666666667,19,721.6666666666666,Spain
235,12598.0,14,2821,2011-11-30 12:18:00,4072.67,4.0,6.0,678.7783333333333,9,470.1666666666667,France
236,12599.0,13,2174,2011-11-10 13:34:00,2026.72,0.0,13.0,155.90153846153845,29,167.23076923076923,France
237,12600.0,22,1373,2011-11-11 10:29:00,4402.1,2.0,18.0,244.56111111111113,28,76.27777777777777,Germany
238,12601.0,7,283,2011-06-03 10:17:00,565.76,1.0,5.0,113.152,189,56.6,Germany
239,12602.0,1,162,2011-10-12 11:22:00,153.12,0.0,1.0,153.12,58,162.0,France
240,12603.0,1,56,2011-11-18 10:42:00,613.1999999999999,0.0,1.0,613.1999999999999,21,56.0,Germany
241,12604.0,2,200,2011-09-21 14:08:00,236.18,0.0,2.0,118.09,79,100.0,France
242,12605.0,4,913,2010-12-09 15:41:00,1109.95,1.0,2.0,554.975,365,456.5,Germany
243,12608.0,1,323,2010-10-31 10:49:00,415.79,0.0,1.0,415.79,404,323.0,United Kingdom
244,12609.0,9,1530,2011-09-22 16:34:00,3021.86,0.0,9.0,335.76222222222225,78,170.0,Germany
245,12610.0,6,1018,2011-11-17 09:34:00,1705.99,2.0,2.0,852.995,22,509.0,Italy
246,12611.0,1,846,2011-10-18 13:12:00,1193.32,0.0,1.0,1193.32,52,846.0,Italy
247,12613.0,12,4013,2011-11-08 13:30:00,6051.52,3.0,6.0,1008.5866666666667,31,668.8333333333334,Germany
248,12614.0,1,76,2011-03-07 10:22:00,315.6,0.0,1.0,315.6,277,76.0,Germany
249,12615.0,11,3274,2011-12-07 15:02:00,5186.88,3.0,5.0,1037.376,2,654.8,France
250,12617.0,1,213,2011-11-10 14:39:00,355.53,0.0,1.0,355.53,29,213.0,France
251,12618.0,1,95,2011-11-18 11:10:00,137.31,0.0,1.0,137.31,21,95.0,Italy
252,12619.0,12,3477,2011-11-23 14:52:00,3048.95,3.0,6.0,508.1583333333333,16,579.5,Germany
253,12620.0,3,1179,2011-11-25 10:20:00,1303.41,0.0,3.0,434.47,14,393.0,France
254,12621.0,44,13750,2011-12-08 11:25:00,22329.31,9.0,26.0,858.8196153846154,1,528.8461538461538,Germany
