,Customer ID,NombreCommandes,DateDerniereCommande,MontantTotal_x,TransactionAnnulation,Recency,Country,MontantTotal_y,NombreArticles_y,PourcentageAnnulationMontant,NombreArticlesMoyenParCommande,PanierMoyen
32,12377.0,4.0,2011-01-28 15:45:00,3266.32,0.0,315,Switzerland,3266.32,2101.0,0.0,525.25,816.58
34,12379.0,4.0,2011-09-19 10:09:00,1468.27,1.0,81,Belgium,1470.22,805.0,0.13263321135612666,201.25,367.555
35,12380.0,8.0,2011-11-18 11:27:00,7171.0,2.0,21,Belgium,7210.65,3314.0,0.549881078682222,414.25,901.33125
36,12381.0,3.0,2011-12-05 12:44:00,1433.46,1.0,4,Norway,1474.81,797.0,2.803750991653156,265.6666666666667,491.6033333333333
37,12383.0,5.0,2011-06-08 08:02:00,1617.31,1.0,184,Belgium,1628.56,1518.0,0.6907943213636587,303.6,325.712
38,12384.0,2.0,2011-11-11 08:39:00,406.16,1.0,28,Switzerland,425.27,122.0,4.493615820537531,61.0,212.635
39,12385.0,1.0,2010-11-25 15:14:00,1668.4,0.0,379,Belgium,1668.4,594.0,0.0,594.0,1668.4
40,12386.0,2.0,2011-01-06 12:37:00,660.8,0.0,337,Australia,660.8,568.0,0.0,284.0,330.4
41,12387.0,1.0,2010-10-20 16:27:00,143.94,0.0,415,Australia,143.94,134.0,0.0,134.0,143.94
42,12388.0,8.0,2011-11-24 12:30:00,3901.11,0.0,15,Australia,3901.11,2001.0,0.0,250.125,487.63875
43,12389.0,3.0,2010-11-02 11:52:00,1433.33,0.0,402,Australia,1433.33,614.0,0.0,204.66666666666666,477.77666666666664
44,12390.0,1.0,2011-09-21 09:33:00,504.84000000000003,0.0,79,Belgium,504.84,350.0,-1.1259689973220826e-14,350.0,504.84
45,12391.0,6.0,2011-11-18 12:07:00,2747.82,1.0,21,Cyprus,2773.42,1220.0,0.9230480778244877,203.33333333333334,462.2366666666667
46,12392.0,1.0,2010-04-27 14:04:00,234.75000000000003,0.0,591,Australia,234.75000000000003,73.0,0.0,73.0,234.75000000000003
47,12393.0,6.0,2011-09-28 15:41:00,2376.75,1.0,72,Australia,2399.4500000000003,1311.0,0.9460501364896234,218.5,399.90833333333336
48,12394.0,2.0,2011-10-07 08:08:00,1080.48,0.0,63,Belgium,1080.48,808.0,0.0,404.0,540.24
49,12394.0,2.0,2011-10-07 08:08:00,1080.48,0.0,63,Denmark,1080.48,808.0,0.0,404.0,540.24
50,12395.0,15.0,2011-11-24 12:20:00,4530.92,3.0,15,Belgium,4551.27,3701.0,0.44712794450780463,246.73333333333332,303.418
51,12396.0,1.0,2010-02-03 13:22:00,931.43,0.0,674,RSA,931.43,591.0,0.0,591.0,931.43
52,12397.0,2.0,2011-11-04 09:52:00,2214.9,0.0,35,Belgium,2214.9,1250.0,0.0,625.0,1107.45
54,12399.0,7.0,2011-08-12 13:15:00,1842.3,0.0,119,Belgium,1842.3,2190.0,0.0,312.85714285714283,263.18571428571425
55,12400.0,1.0,2010-10-21 13:45:00,205.25,0.0,414,Australia,205.25,91.0,0.0,91.0,205.25
56,12401.0,1.0,2011-02-09 13:50:00,69.3,0.0,303,Belgium,69.3,10.0,0.0,10.0,69.3
57,12402.0,6.0,2011-01-20 13:49:00,1124.15,1.0,323,Belgium,1136.9,576.0,1.1214706658457207,96.0,189.48333333333335
58,12403.0,2.0,2011-10-21 10:51:00,947.36,0.0,49,Denmark,947.36,256.0,0.0,128.0,473.68
59,12405.0,1.0,2011-07-14 08:52:00,1390.39,0.0,148,Finland,1390.39,849.0,0.0,849.0,1390.39
60,12406.0,5.0,2011-11-17 19:22:00,6072.21,2.0,22,Denmark,6390.36,3416.0,4.978592755337722,683.2,1278.072
61,12407.0,5.0,2011-10-21 10:11:00,1507.1200000000001,0.0,49,Belgium,1507.12,1403.0,-1.5086633807741394e-14,280.6,301.424
62,12408.0,8.0,2011-11-07 12:27:00,3859.64,5.0,32,Belgium,3905.77,2200.0,1.1810731302662498,275.0,488.22125
64,12410.0,3.0,2011-02-11 15:47:00,761.46,1.0,301,Switzerland,773.71,335.0,1.5832805573147564,111.66666666666667,257.90333333333336
65,12411.0,1.0,2010-10-26 09:25:00,346.9,0.0,409,Australia,346.9,138.0,0.0,138.0,346.9
66,12412.0,6.0,2011-09-26 10:16:00,2389.03,2.0,74,Denmark,2404.93,1986.0,0.661141904338157,331.0,400.82166666666666
67,12413.0,4.0,2011-10-04 09:00:00,861.5,1.0,66,Spain,871.45,313.0,1.14177520224913,78.25,217.8625
68,12413.0,4.0,2011-10-04 09:00:00,861.5,1.0,66,France,871.45,313.0,1.14177520224913,78.25,217.8625
69,12414.0,4.0,2011-05-06 14:51:00,442.41,1.0,217,Austria,532.41,489.0,16.904265509663595,122.25,133.1025
71,12416.0,1.0,2010-02-21 10:19:00,202.56,0.0,656,Australia,202.56,132.0,0.0,132.0,202.56
72,12417.0,20.0,2011-12-06 14:52:00,5909.21,7.0,3,Belgium,6017.91,2841.0,1.8062749359827552,142.05,300.89549999999997
73,12417.0,20.0,2011-12-06 14:52:00,5909.21,7.0,3,Spain,6017.91,2841.0,1.8062749359827552,142.05,300.89549999999997
74,12418.0,4.0,2011-08-19 11:08:00,2016.95,1.0,112,Switzerland,2021.2,1088.0,0.2102711260637245,272.0,505.3
75,12419.0,2.0,2010-11-19 10:04:00,391.01,0.0,385,Spain,391.01,227.0,0.0,113.5,195.505
76,12420.0,1.0,2011-10-07 08:55:00,600.39,0.0,63,Cyprus,600.39,345.0,0.0,345.0,600.39
77,12421.0,6.0,2011-11-24 09:07:00,869.6,1.0,15,Spain,874.6,644.0,0.5716899153898924,107.33333333333333,145.76666666666668
78,12422.0,12.0,2011-09-05 09:48:00,3639.35,0.0,95,Australia,3639.35,2579.0,0.0,214.91666666666666,303.27916666666664
79,12422.0,12.0,2011-09-05 09:48:00,3639.35,0.0,95,Switzerland,3639.35,2579.0,0.0,214.91666666666666,303.27916666666664
80,12423.0,10.0,2011-12-09 10:10:00,2291.19,1.0,0,Denmark,2301.39,1772.0,0.4432104076232111,177.2,230.13899999999998
81,12423.0,10.0,2011-12-09 10:10:00,2291.19,1.0,0,Belgium,2301.39,1772.0,0.4432104076232111,177.2,230.13899999999998
82,12424.0,4.0,2011-06-30 12:06:00,3289.78,3.0,162,Australia,3340.03,2025.0,1.5044775046930716,506.25,835.0075
83,12425.0,2.0,2011-09-22 17:31:00,1680.81,1.0,78,Portugal,1741.41,1147.0,3.479938670387797,573.5,870.705
84,12426.0,2.0,2011-05-29 12:26:00,1167.41,1.0,194,Germany,1201.21,576.0,2.8138293886997237,288.0,600.605
85,12427.0,3.0,2011-11-28 10:48:00,831.87,2.0,11,Germany,949.3,602.0,12.370167491836085,200.66666666666666,316.43333333333334
86,12428.0,8.0,2011-11-14 08:22:00,6366.0,3.0,25,Finland,6405.26,3509.0,0.6129337450782671,438.625,800.6575
87,12429.0,8.0,2011-11-30 17:22:00,6929.51,1.0,9,Denmark,6979.91,3317.0,0.722072347637715,414.625,872.48875
88,12429.0,8.0,2011-11-30 17:22:00,6929.51,1.0,9,Austria,6979.91,3317.0,0.722072347637715,414.625,872.48875
89,12430.0,1.0,2011-10-27 15:09:00,216.4,0.0,43,Norway,216.4,116.0,0.0,116.0,216.4
90,12431.0,25.0,2011-11-04 11:55:00,10389.41,6.0,35,Belgium,10527.97,4695.0,1.3161131728148874,187.8,421.11879999999996
91,12431.0,25.0,2011-11-04 11:55:00,10389.41,6.0,35,Australia,10527.97,4695.0,1.3161131728148874,187.8,421.11879999999996
92,12432.0,4.0,2011-10-28 11:43:00,4359.32,0.0,42,Norway,4359.32,1800.0,0.0,450.0,1089.83
94,12434.0,3.0,2011-09-16 12:38:00,1062.48,2.0,84,Australia,1103.43,532.0,3.711155216008269,177.33333333333334,367.81
96,12436.0,1.0,2011-09-01 12:09:00,429.01000000000005,0.0,99,Norway,429.0100000000001,209.0,1.3249905331066409e-14,209.0,429.0100000000001
97,12437.0,38.0,2011-12-08 11:35:00,11011.85,7.0,1,France,11282.4,7922.0,2.3979826987165787,208.47368421052633,296.90526315789475
98,12438.0,2.0,2011-11-25 13:28:00,2466.85,0.0,14,Norway,2466.85,1169.0,0.0,584.5,1233.425
99,12439.0,2.0,2010-01-26 12:11:00,1104.48,1.0,682,Cyprus,1158.18,484.0,4.6365849867896225,242.0,579.09
100,12440.0,2.0,2010-09-08 15:57:00,648.15,1.0,457,Austria,739.2,328.0,12.317370129870138,164.0,369.6
101,12441.0,1.0,2010-12-08 10:45:00,311.1,0.0,366,France,311.1,240.0,0.0,240.0,311.1
102,12442.0,1.0,2011-12-06 14:22:00,144.06,0.0,3,Spain,144.06,181.0,0.0,181.0,144.06
103,12443.0,1.0,2009-12-07 15:42:00,365.31,0.0,732,Norway,365.31,179.0,0.0,179.0,365.31
104,12444.0,5.0,2011-11-18 13:23:00,4085.46,0.0,21,Norway,4085.46,1130.0,0.0,226.0,817.092
105,12445.0,2.0,2011-11-17 18:43:00,370.48,1.0,22,Spain,378.98,204.0,2.2428624201804843,102.0,189.49
106,12446.0,1.0,2011-10-13 12:50:00,1002.3100000000001,0.0,57,RSA,1002.31,351.0,-1.1342482637269511e-14,351.0,1002.31
107,12447.0,1.0,2011-04-10 13:25:00,431.49,0.0,243,Belgium,431.49,187.0,0.0,187.0,431.49
108,12448.0,1.0,2011-10-26 13:46:00,365.45,0.0,44,Spain,365.45,240.0,0.0,240.0,365.45
109,12449.0,5.0,2011-11-17 13:46:00,4274.89,0.0,22,Denmark,4274.89,2247.0,0.0,449.4,854.9780000000001
110,12449.0,5.0,2011-11-17 13:46:00,4274.89,0.0,22,Belgium,4274.89,2247.0,0.0,449.4,854.9780000000001
111,12450.0,5.0,2011-07-06 14:41:00,666.95,2.0,156,Spain,688.2,442.0,3.0877651845393776,88.4,137.64000000000001
112,12451.0,8.0,2011-11-29 08:40:00,12506.53,2.0,10,Switzerland,12629.88,9358.0,0.9766521930532875,1169.75,1578.735
113,12452.0,1.0,2011-11-23 08:05:00,348.57,0.0,16,Switzerland,348.57,181.0,0.0,181.0,348.57
114,12453.0,1.0,2011-07-28 14:08:00,707.09,0.0,134,Austria,707.09,473.0,0.0,473.0,707.09
116,12455.0,9.0,2011-09-27 15:31:00,5722.95,0.0,73,Cyprus,5722.95,3295.0,0.0,366.1111111111111,635.8833333333333
117,12455.0,9.0,2011-09-27 15:31:00,5722.95,0.0,73,Spain,5722.95,3295.0,0.0,366.1111111111111,635.8833333333333
118,12456.0,3.0,2011-10-26 14:41:00,2553.89,1.0,44,Switzerland,2581.04,1618.0,1.051901559061467,539.3333333333334,860.3466666666667
119,12457.0,7.0,2011-10-12 13:46:00,2032.31,6.0,58,Switzerland,2555.91,1083.0,20.485854353244047,154.71428571428572,365.13
120,12457.0,7.0,2011-10-12 13:46:00,2032.31,6.0,58,Cyprus,2555.91,1083.0,20.485854353244047,154.71428571428572,365.13
121,12458.0,4.0,2011-09-29 15:25:00,1502.49,0.0,71,Switzerland,1502.49,979.0,0.0,244.75,375.6225
122,12459.0,1.0,2010-04-13 14:53:00,398.36,0.0,605,Spain,398.36,256.0,0.0,256.0,398.36
123,12460.0,1.0,2010-09-09 13:51:00,296.65,0.0,456,Belgium,296.65,168.0,0.0,168.0,296.65
124,12461.0,1.0,2011-07-08 10:23:00,626.88,0.0,154,Switzerland,626.88,282.0,0.0,282.0,626.88
125,12462.0,2.0,2011-12-07 14:02:00,872.01,2.0,2,Spain,937.59,527.0,6.994528525261579,263.5,468.795
126,12463.0,4.0,2011-10-24 13:43:00,1165.63,2.0,46,Belgium,1200.78,768.0,2.927263945102339,192.0,300.195
127,12464.0,8.0,2011-11-29 13:33:00,957.05,0.0,10,Belgium,957.05,95.0,0.0,11.875,119.63125
128,12465.0,2.0,2011-12-02 11:34:00,673.89,1.0,7,Belgium,682.1899999999999,475.0,1.2166698427124343,237.5,341.09499999999997
130,12468.0,5.0,2011-07-19 13:42:00,3192.55,5.0,143,Germany,3238.74,2177.0,1.4261719063586333,435.4,647.7479999999999
131,12469.0,2.0,2010-07-05 12:40:00,3070.54,0.0,522,Thailand,3070.54,2552.0,0.0,1276.0,1535.27
132,12470.0,1.0,2010-01-19 11:01:00,211.95,0.0,689,Unspecified,211.95,95.0,0.0,95.0,211.95
135,12473.0,3.0,2011-10-17 11:27:00,2555.77,1.0,53,Germany,2596.23,2419.0,1.5584135457952506,806.3333333333334,865.41
137,12475.0,2.0,2011-10-17 10:10:00,1065.64,0.0,53,Germany,1065.64,766.0,0.0,383.0,532.82
140,12478.0,1.0,2011-12-06 09:56:00,545.99,0.0,3,Greece,545.99,233.0,0.0,233.0,545.99
141,12479.0,1.0,2011-12-06 09:25:00,423.3,2.0,3,Germany,473.2,382.0,10.545224006762464,382.0,473.2
142,12480.0,7.0,2011-11-11 14:52:00,4805.1,1.0,28,Germany,4834.85,2917.0,0.6153241569024892,416.7142857142857,690.6928571428572
143,12481.0,14.0,2011-11-17 08:29:00,11047.03,3.0,22,Germany,11191.39,7204.0,1.2899201975804504,514.5714285714286,799.385
145,12483.0,19.0,2011-11-22 17:02:00,4031.33,4.0,17,Sweden,4092.58,2143.0,1.496610939798367,112.78947368421052,215.39894736842106
146,12484.0,9.0,2011-11-04 15:18:00,5506.85,4.0,35,Spain,5573.15,3242.0,1.1896324340812516,360.22222222222223,619.2388888888888
147,12485.0,1.0,2010-06-28 15:22:00,708.1,0.0,529,Sweden,708.1,414.0,0.0,414.0,708.1
148,12486.0,1.0,2010-10-04 12:14:00,917.28,0.0,431,Sweden,917.28,520.0,0.0,520.0,917.28
149,12487.0,1.0,2009-12-09 11:36:00,259.79999999999995,1.0,730,Sweden,285.29999999999995,174.0,8.93796004206099,174.0,285.29999999999995
150,12488.0,3.0,2011-11-30 08:50:00,1244.66,0.0,9,France,1244.66,526.0,0.0,175.33333333333334,414.8866666666667
151,12489.0,1.0,2011-01-07 13:13:00,298.93,0.0,336,France,298.93,103.0,0.0,103.0,298.93
152,12490.0,20.0,2011-12-04 16:07:00,8759.64,1.0,5,France,8764.64,5849.0,0.05704740867850819,292.45,438.23199999999997
153,12491.0,1.0,2011-11-01 12:18:00,424.40000000000003,0.0,38,France,424.4,258.0,-1.3393831022810561e-14,258.0,424.4
154,12492.0,3.0,2011-10-07 15:15:00,607.21,0.0,63,Germany,607.21,438.0,0.0,146.0,202.40333333333334
155,12493.0,2.0,2011-06-27 10:17:00,362.79,1.0,165,France,379.74,204.0,4.463580344446197,102.0,189.87
156,12494.0,9.0,2011-11-30 09:21:00,1491.52,8.0,9,France,1602.87,973.0,6.946913973060817,108.11111111111111,178.09666666666666
157,12495.0,1.0,2010-03-15 10:20:00,243.4,1.0,634,Sweden,277.4,128.0,12.256669069935104,128.0,277.4
158,12496.0,2.0,2010-03-29 14:06:00,54.09,0.0,620,Spain,54.09,33.0,0.0,16.5,27.045
160,12498.0,3.0,2011-11-18 12:53:00,349.70000000000005,0.0,21,Germany,349.70000000000005,156.0,0.0,52.0,116.56666666666668
161,12499.0,1.0,2010-05-28 15:12:00,357.72,0.0,560,Germany,357.72,300.0,0.0,300.0,357.72
162,12500.0,18.0,2011-11-16 16:20:00,5494.31,6.0,23,Germany,5559.21,3355.0,1.1674320631888278,186.38888888888889,308.845
164,12502.0,5.0,2011-09-05 11:52:00,2995.87,0.0,95,Spain,2995.87,794.0,0.0,158.8,599.174
165,12503.0,1.0,2010-05-04 13:59:00,896.0,0.0,584,Spain,896.0,560.0,0.0,560.0,896.0
167,12505.0,1.0,2010-11-11 17:54:00,744.5,1.0,393,Italy,787.2,318.0,5.424288617886185,318.0,787.2
168,12506.0,1.0,2011-04-21 08:54:00,73.5,0.0,232,France,73.5,23.0,0.0,23.0,73.5
169,12507.0,4.0,2011-07-28 17:09:00,1461.31,1.0,134,Spain,1508.06,1244.0,3.1000092834502606,311.0,377.015
170,12508.0,2.0,2011-11-13 15:37:00,398.27,0.0,26,France,398.27,272.0,0.0,136.0,199.135
171,12509.0,1.0,2011-02-28 14:45:00,158.5,0.0,284,France,158.5,54.0,0.0,54.0,158.5
172,12510.0,7.0,2011-07-20 10:15:00,2989.33,2.0,142,Spain,3039.03,2021.0,1.6353902396488442,288.7142857142857,434.1471428571429
174,12512.0,2.0,2011-10-04 14:55:00,138.03,0.0,66,Israel,138.03,99.0,0.0,49.5,69.015
175,12513.0,1.0,2011-09-16 12:45:00,532.79,1.0,84,France,558.29,459.0,4.567518673091047,459.0,558.29
176,12514.0,2.0,2011-03-17 16:38:00,1597.76,0.0,267,Italy,1597.76,840.0,0.0,420.0,798.88
177,12515.0,1.0,2010-12-21 15:43:00,278.7,0.0,353,Italy,278.7,128.0,0.0,128.0,278.7
178,12516.0,4.0,2011-09-23 09:13:00,2288.62,0.0,77,Germany,2288.62,1932.0,0.0,483.0,572.155
179,12517.0,4.0,2011-11-11 13:57:00,2284.89,1.0,28,Germany,2322.84,1361.0,1.6337758950250671,340.25,580.71
180,12518.0,5.0,2011-12-09 10:13:00,1840.89,0.0,0,Germany,1840.89,1306.0,0.0,261.2,368.178
181,12519.0,2.0,2011-10-07 09:26:00,605.19,1.0,63,Germany,636.54,390.0,4.925063625223852,195.0,318.27
182,12520.0,5.0,2011-09-21 15:23:00,2294.5099999999998,1.0,79,Germany,2346.26,1423.0,2.2056379088421765,284.6,469.25200000000007
183,12521.0,1.0,2011-07-20 10:51:00,545.68,0.0,142,Germany,545.68,306.0,0.0,306.0,545.68
184,12522.0,2.0,2011-10-31 15:30:00,156.72,0.0,39,Germany,156.72,192.0,0.0,96.0,78.36
185,12523.0,23.0,2011-12-08 11:46:00,3896.85,7.0,1,France,4030.15,2256.0,3.307569197176288,98.08695652173913,175.22391304347826
186,12524.0,17.0,2011-11-30 15:31:00,9759.36,1.0,9,Germany,9794.11,7104.0,0.3548050818297936,417.88235294117646,576.1241176470588
187,12525.0,3.0,2010-08-05 18:09:00,745.1800000000001,5.0,491,France,883.73,504.0,15.677865411381298,168.0,294.57666666666665
188,12526.0,3.0,2011-12-09 12:09:00,1172.66,0.0,0,Germany,1172.66,624.0,0.0,208.0,390.8866666666667
189,12527.0,5.0,2011-09-19 11:55:00,717.51,0.0,81,Germany,717.51,525.0,0.0,105.0,143.502
190,12528.0,6.0,2011-11-30 14:40:00,1634.28,2.0,9,Germany,1645.48,740.0,0.6806524539951896,123.33333333333333,274.24666666666667
191,12529.0,1.0,2010-07-05 09:35:00,311.78000000000003,1.0,522,France,316.48,192.0,1.4850859453993897,192.0,316.48
192,12530.0,9.0,2011-10-11 12:34:00,3329.86,2.0,59,Germany,3381.26,2692.0,1.5201433785038738,299.1111111111111,375.6955555555556
193,12531.0,2.0,2011-11-25 11:12:00,1737.05,1.0,14,Germany,1771.2,1110.0,1.9280713640469789,555.0,885.6
194,12532.0,1.0,2011-11-09 13:47:00,313.83000000000004,0.0,30,France,313.83000000000004,151.0,0.0,151.0,313.83000000000004
195,12533.0,2.0,2010-03-31 10:24:00,1005.99,4.0,618,Germany,1223.89,696.0,17.803887604278167,348.0,611.945
196,12534.0,1.0,2011-08-01 10:26:00,981.18,0.0,130,Germany,981.18,645.0,0.0,645.0,981.18
197,12535.0,2.0,2011-09-09 08:48:00,716.35,0.0,91,France,716.35,219.0,0.0,109.5,358.175
199,12537.0,1.0,2010-10-27 08:36:00,612.94,0.0,408,Sweden,612.94,446.0,0.0,446.0,612.94
200,12538.0,2.0,2011-11-10 17:16:00,640.45,0.0,29,Spain,640.45,336.0,0.0,168.0,320.225
201,12539.0,7.0,2011-11-17 13:30:00,11186.75,0.0,22,Spain,11186.75,4534.0,0.0,647.7142857142857,1598.107142857143
202,12540.0,32.0,2011-11-20 11:31:00,19159.29,2.0,19,Spain,19250.49,10911.0,0.47375417456906666,340.96875,601.5778125
203,12541.0,3.0,2011-11-10 10:40:00,841.18,0.0,29,Spain,841.18,675.0,0.0,225.0,280.3933333333333
204,12542.0,2.0,2010-08-12 19:12:00,423.38,2.0,484,Spain,481.88,522.0,12.139951855233669,261.0,240.94
205,12543.0,1.0,2010-09-17 15:51:00,840.25,0.0,448,Spain,840.25,683.0,0.0,683.0,840.25
206,12544.0,1.0,2011-11-10 11:12:00,299.7,1.0,29,Spain,316.7,134.0,5.3678560151563,134.0,316.7
207,12545.0,2.0,2011-09-25 13:39:00,832.39,0.0,75,Spain,832.39,517.0,0.0,258.5,416.195
208,12546.0,2.0,2011-10-24 12:09:00,1001.5,1.0,46,Spain,1021.5,628.0,1.957905041605482,314.0,510.75
209,12547.0,3.0,2011-05-26 12:38:00,299.58,0.0,197,Spain,299.58,306.0,0.0,102.0,99.86
210,12548.0,1.0,2011-06-26 15:35:00,67.19999999999999,0.0,166,Spain,67.19999999999999,48.0,0.0,48.0,67.19999999999999
211,12549.0,5.0,2010-05-13 12:05:00,1570.68,0.0,575,USA,1570.68,1365.0,0.0,273.0,314.136
212,12550.0,1.0,2011-09-21 14:35:00,824.83,0.0,79,Spain,824.83,564.0,0.0,564.0,824.83
213,12551.0,1.0,2010-12-17 11:23:00,168.0,0.0,357,Spain,168.0,100.0,0.0,100.0,168.0
214,12552.0,1.0,2011-10-31 12:11:00,317.82,0.0,39,Italy,317.82,85.0,0.0,85.0,317.82
215,12553.0,12.0,2011-12-01 16:38:00,4044.82,5.0,8,France,4104.75,2297.0,1.4600158353127435,191.41666666666666,342.0625
216,12554.0,1.0,2010-09-17 12:29:00,384.5,0.0,448,Spain,384.5,237.0,0.0,237.0,384.5
217,12556.0,2.0,2011-10-20 13:06:00,603.71,0.0,50,Spain,603.71,358.0,0.0,179.0,301.855
220,12559.0,2.0,2011-02-02 09:49:00,500.21000000000004,1.0,310,Germany,525.71,281.0,4.850583021057236,140.5,262.855
221,12560.0,2.0,2011-12-04 13:54:00,1885.39,1.0,5,Germany,1918.01,1098.0,1.700721059848483,549.0,959.005
222,12561.0,1.0,2011-02-10 11:39:00,238.85,0.0,302,Germany,238.85,177.0,0.0,177.0,238.85
223,12562.0,9.0,2011-12-01 17:20:00,4426.92,0.0,8,France,4426.92,2297.0,0.0,255.22222222222223,491.88
224,12563.0,1.0,2010-10-27 09:52:00,221.24,0.0,408,Italy,221.24,112.0,0.0,112.0,221.24
225,12564.0,1.0,2011-03-23 14:55:00,402.9,0.0,261,France,402.9,130.0,0.0,130.0,402.9
226,12565.0,1.0,2011-03-03 11:43:00,131.17,1.0,281,Saudi Arabia,145.92,80.0,10.108278508771932,80.0,145.92
227,12566.0,1.0,2011-09-28 09:57:00,292.7,1.0,72,Germany,297.65,262.0,1.6630270451872968,262.0,297.65
228,12567.0,15.0,2011-11-17 11:02:00,12151.82,2.0,22,France,12467.86,6017.0,2.53483757437123,401.1333333333333,831.1906666666667
229,12568.0,1.0,2010-03-05 09:15:00,52.0,0.0,644,Germany,52.0,47.0,0.0,47.0,52.0
230,12569.0,32.0,2011-12-07 16:24:00,3128.9900000000002,1.0,2,Germany,3152.69,1747.0,0.7517389911472367,54.59375,98.5215625
231,12571.0,2.0,2011-10-31 10:19:00,519.61,0.0,39,France,519.61,523.0,0.0,261.5,259.805
232,12572.0,2.0,2011-12-01 09:20:00,896.72,1.0,8,Germany,912.42,446.0,1.7206988009907644,223.0,456.21
233,12573.0,5.0,2011-04-26 15:52:00,717.41,0.0,227,France,717.41,479.0,0.0,95.8,143.482
234,12574.0,1.0,2011-01-28 09:20:00,182.45000000000002,0.0,315,France,182.45,59.0,-1.55778073063327e-14,59.0,182.45
235,12575.0,2.0,2010-09-08 13:09:00,568.8199999999999,0.0,457,France,568.8199999999999,312.0,0.0,156.0,284.40999999999997
