,Customer ID,NombreCommandes,DateDerniereCommande,MontantTotal_x,TransactionAnnulation,Recency,Country,MontantTotal_y,NombreArticles_y,PourcentageAnnulationMontant,NombreArticlesMoyenParCommande,PanierMoyen
201,12539.0,7.0,2011-11-17 13:30:00,11186.75,0.0,22,Spain,11186.75,4534.0,0.0,647.7142857142857,1598.107142857143
205,12543.0,1.0,2010-09-17 15:51:00,840.25,0.0,448,Spain,840.25,683.0,0.0,683.0,840.25
212,12550.0,1.0,2011-09-21 14:35:00,824.83,0.0,79,Spain,824.83,564.0,0.0,564.0,824.83
218,12557.0,8.0,2011-11-23 16:59:00,18716.14,0.0,16,Spain,18716.14,6782.0,0.0,847.75,2339.5175
238,12578.0,4.0,2011-11-18 13:30:00,3956.4500000000003,3.0,21,Italy,4026.45,2358.0,1.7385041413652114,589.5,1006.6125
245,12585.0,2.0,2011-04-19 13:39:00,1766.81,2.0,234,Germany,1824.1,1267.0,3.1407269338303805,633.5,912.05
250,12590.0,1.0,2011-06-02 14:25:00,9330.48,3.0,190,Germany,9341.26,4282.0,0.11540199073787322,4282.0,9341.26
266,12607.0,1.0,2011-10-12 16:17:00,3.552713678800501e-15,1.0,58,USA,1579.51,1228.0,100.0,1228.0,1579.51
270,12611.0,1.0,2011-10-18 13:12:00,1193.32,0.0,52,Italy,1193.32,846.0,0.0,846.0,1193.32
284,12625.0,4.0,2011-05-12 09:54:00,4627.38,1.0,211,Germany,4678.88,3282.0,1.1006907636015457,820.5,1169.72
312,12653.0,3.0,2011-07-14 10:41:00,4160.83,0.0,148,Israel,4160.83,1681.0,0.0,560.3333333333334,1386.9433333333334
327,12668.0,9.0,2011-12-02 15:10:00,9903.710000000001,2.0,7,Germany,9967.68,5001.0,0.6417742142604833,555.6666666666666,1107.52
330,12671.0,1.0,2010-04-12 16:30:00,2622.48,0.0,606,Germany,2622.48,1459.0,0.0,1459.0,2622.48
337,12678.0,15.0,2011-10-28 13:04:00,32165.13,2.0,42,France,32595.18,22346.0,1.3193668511724717,1489.7333333333333,2173.012
346,12687.0,1.0,2010-08-16 12:12:00,1858.91,0.0,480,Sweden,1858.91,1402.0,0.0,1402.0,1858.91
347,12688.0,1.0,2011-08-18 08:49:00,4873.8099999999995,0.0,113,Israel,4873.81,3028.0,1.8660856737807345e-14,3028.0,4873.81
359,12700.0,4.0,2011-12-02 10:47:00,4525.99,0.0,7,France,4525.99,2944.0,0.0,736.0,1131.4975
372,12714.0,12.0,2011-11-30 15:43:00,12815.710000000001,0.0,9,France,12815.71,8703.0,-1.4193434492087107e-14,725.25,1067.9758333333332
389,12731.0,17.0,2011-11-16 11:59:00,25540.21,2.0,23,France,25631.71,11633.0,0.3569796942927335,684.2941176470588,1507.7476470588235
399,12742.0,1.0,2010-04-19 11:10:00,1185.02,1.0,599,United Arab Emirates,1201.52,1359.0,1.3732605366535722,1359.0,1201.52
401,12744.0,8.0,2011-10-14 14:54:00,13158.16,0.0,56,Singapore,13158.16,6987.0,0.0,873.375,1644.77
409,12752.0,1.0,2011-09-19 13:32:00,4366.78,0.0,81,Norway,4366.78,2262.0,0.0,2262.0,4366.78
410,12753.0,6.0,2011-12-06 11:40:00,21024.01,5.0,3,Japan,21429.39,11421.0,1.8917010703524508,1903.5,3571.565
411,12754.0,3.0,2011-04-18 09:00:00,3010.74,0.0,235,Japan,3010.74,6481.0,0.0,2160.3333333333335,1003.5799999999999
415,12758.0,7.0,2011-08-15 10:22:00,9779.0,1.0,116,Portugal,9903.24,6155.0,1.2545389185761404,879.2857142857143,1414.7485714285715
419,12762.0,2.0,2011-12-02 10:23:00,1702.52,0.0,7,Portugal,1702.52,1220.0,0.0,610.0,851.26
423,12766.0,9.0,2011-12-06 08:46:00,9074.43,2.0,3,Portugal,9116.28,5412.0,0.4590688307072661,601.3333333333334,1012.9200000000001
424,12767.0,1.0,2010-11-29 09:38:00,949.82,0.0,375,Korea,949.82,598.0,0.0,598.0,949.82
427,12770.0,2.0,2011-05-13 09:33:00,2981.45,5.0,210,Japan,3246.45,1843.0,8.16276240200835,921.5,1623.225
455,12798.0,4.0,2011-11-29 15:52:00,8510.93,0.0,10,Japan,8510.93,8455.0,0.0,2113.75,2127.7325
460,12803.0,1.0,2010-11-11 14:57:00,1017.81,0.0,393,Netherlands,1017.81,867.0,0.0,867.0,1017.81
463,12806.0,2.0,2010-05-16 13:49:00,2558.96,0.0,572,Netherlands,2558.96,2084.0,0.0,1042.0,1279.48
475,12818.0,1.0,2011-06-14 13:54:00,1157.88,1.0,178,Austria,1182.0800000000002,920.0,2.047238765565786,920.0,1182.0800000000002
487,12830.0,6.0,2011-11-02 11:54:00,6814.64,0.0,37,United Kingdom,6814.64,9848.0,0.0,1641.3333333333333,1135.7733333333333
503,12847.0,2.0,2011-11-17 13:16:00,1636.8999999999999,0.0,22,United Kingdom,1636.9,1533.0,1.3890504944910014e-14,766.5,818.45
523,12867.0,13.0,2011-11-13 15:30:00,7866.94,3.0,26,United Kingdom,7913.29,7939.0,0.5857235107016218,610.6923076923077,608.7146153846154
531,12875.0,5.0,2011-07-19 15:30:00,1356.99,0.0,143,United Kingdom,1356.99,5187.0,0.0,1037.4,271.398
532,12876.0,4.0,2011-10-13 12:26:00,3738.59,1.0,57,Belgium,3751.79,3025.0,0.35183205883058,756.25,937.9475
557,12901.0,28.0,2011-12-01 10:07:00,16316.14,6.0,8,United Kingdom,17654.54,23075.0,7.581052805680587,824.1071428571429,630.5192857142857
564,12908.0,5.0,2011-06-16 15:39:00,1386.0,1.0,176,United Kingdom,1776.0,3000.0,21.95945945945946,600.0,355.2
567,12911.0,1.0,2010-06-06 12:13:00,1680.47,0.0,551,United Kingdom,1680.47,820.0,0.0,820.0,1680.47
586,12931.0,57.0,2011-11-18 12:39:00,71546.97,11.0,21,United Kingdom,92347.34,62906.0,22.524059707621245,1103.6140350877192,1620.1287719298246
638,12983.0,1.0,2010-04-20 12:58:00,490.08000000000004,0.0,598,United Kingdom,490.08,638.0,-1.1598804044402549e-14,638.0,490.08
640,12985.0,2.0,2011-12-09 10:46:00,1215.6200000000001,1.0,0,United Kingdom,1239.38,1533.0,1.9170875760460868,766.5,619.69
682,13027.0,19.0,2011-08-18 09:39:00,17239.2,1.0,113,United Kingdom,17335.2,43080.0,0.5537865152983524,2267.3684210526317,912.3789473684211
735,13081.0,28.0,2011-12-08 13:13:00,58335.75,15.0,1,United Kingdom,59205.15,41423.0,1.4684533355628715,1479.392857142857,2114.469642857143
752,13098.0,28.0,2011-12-08 14:14:00,28658.88,13.0,1,United Kingdom,28882.44,15968.0,0.7740343267396995,570.2857142857143,1031.5157142857142
777,13124.0,4.0,2011-09-11 12:45:00,4782.45,0.0,89,United Kingdom,4782.45,2783.0,0.0,695.75,1195.6125
788,13135.0,2.0,2011-05-27 10:52:00,3371.45,0.0,196,United Kingdom,3371.45,4423.0,0.0,2211.5,1685.725
792,13139.0,8.0,2011-11-23 13:54:00,8193.83,1.0,16,United Kingdom,8202.98,4614.0,0.11154482883049377,576.75,1025.3725
818,13165.0,3.0,2011-10-24 15:05:00,1451.16,0.0,46,United Kingdom,1451.16,1736.0,0.0,578.6666666666666,483.72
877,13224.0,2.0,2011-10-10 15:00:00,2147.85,1.0,60,United Kingdom,2152.95,1515.0,0.23688427506444223,757.5,1076.475
905,13253.0,4.0,2011-07-06 10:09:00,2951.11,0.0,156,United Kingdom,2951.11,3015.0,0.0,753.75,737.7775
966,13316.0,10.0,2011-11-02 13:40:00,13069.17,1.0,37,United Kingdom,13191.57,21372.0,0.9278652957911729,2137.2,1319.157
978,13328.0,1.0,2011-01-27 15:22:00,1308.48,0.0,316,United Kingdom,1308.48,680.0,0.0,680.0,1308.48
984,13334.0,5.0,2011-09-18 15:21:00,6257.0,1.0,82,United Kingdom,6263.75,3227.0,0.10776292157254042,645.4,1252.75
985,13336.0,1.0,2011-09-23 14:05:00,795.12,0.0,77,United Kingdom,795.12,559.0,0.0,559.0,795.12
986,13337.0,1.0,2010-07-09 11:53:00,1550.06,1.0,518,United Kingdom,1575.26,980.0,1.599735916610594,980.0,1575.26
989,13340.0,12.0,2011-10-25 13:15:00,22100.56,0.0,45,United Kingdom,22100.56,9636.0,0.0,803.0,1841.7133333333334
1003,13354.0,1.0,2011-09-29 13:17:00,743.53,0.0,71,United Kingdom,743.53,604.0,0.0,604.0,743.53
1014,13365.0,2.0,2011-12-01 08:39:00,2164.32,2.0,8,United Kingdom,2225.37,1247.0,2.743364024858775,623.5,1112.685
1019,13370.0,1.0,2010-12-08 15:57:00,1442.64,1.0,366,United Kingdom,1509.74,686.0,4.4444738829202315,686.0,1509.74
1022,13373.0,6.0,2011-10-10 10:51:00,7587.1900000000005,0.0,60,United Kingdom,7587.19,4263.0,-1.1987240358722114e-14,710.5,1264.5316666666665
1024,13375.0,2.0,2011-09-19 16:01:00,1786.48,1.0,81,United Kingdom,1792.23,1124.0,0.32082935783911665,562.0,896.115
1054,13407.0,3.0,2010-05-10 12:41:00,2111.89,3.0,578,United Kingdom,2244.7,1690.0,5.91660355504076,563.3333333333334,748.2333333333332
1068,13422.0,1.0,2011-10-19 13:45:00,2601.55,1.0,51,United Kingdom,2626.3,1326.0,0.9423904352130372,1326.0,2626.3
1150,13505.0,4.0,2011-10-03 12:14:00,3522.88,4.0,67,Switzerland,3633.63,2467.0,3.0479162710567667,616.75,908.4075
1171,13526.0,2.0,2009-12-01 13:14:00,942.5999999999999,2.0,738,United Kingdom,1182.0,1911.0,20.25380710659899,955.5,591.0
1268,13624.0,1.0,2010-11-23 18:42:00,427.18,1.0,381,United Kingdom,462.08,820.0,7.55280470914127,820.0,462.08
1320,13678.0,1.0,2011-07-11 10:14:00,232.6,0.0,151,United Kingdom,232.6,924.0,0.0,924.0,232.6
1327,13685.0,7.0,2011-12-07 11:41:00,3119.44,0.0,2,United Kingdom,3119.44,5056.0,0.0,722.2857142857143,445.63428571428574
1335,13694.0,143.0,2011-12-06 09:32:00,191196.18,15.0,3,United Kingdom,196482.81,189205.0,2.690632325545428,1323.1118881118882,1374.0056643356643
1353,13712.0,2.0,2011-04-07 12:33:00,766.42,0.0,246,United Kingdom,766.42,1128.0,0.0,564.0,383.21
1385,13744.0,2.0,2011-09-05 15:19:00,1156.36,0.0,95,United Kingdom,1156.36,1249.0,0.0,624.5,578.18
1386,13745.0,2.0,2011-07-11 14:21:00,761.27,2.0,151,United Kingdom,777.36,1146.0,2.0698260780076194,573.0,388.68
1404,13763.0,3.0,2011-10-07 15:13:00,5181.99,3.0,63,United Kingdom,5217.4400000000005,3224.0,0.6794519917814239,1074.6666666666667,1739.1466666666668
1423,13783.0,4.0,2010-08-09 09:23:00,1542.09,0.0,487,United Kingdom,1542.09,3437.0,0.0,859.25,385.5225
1430,13790.0,1.0,2011-12-05 15:48:00,348.8,0.0,4,United Kingdom,348.8,748.0,0.0,748.0,348.8
1431,13791.0,2.0,2011-10-27 14:38:00,1047.68,1.0,43,United Kingdom,1516.0,1200.0,30.89182058047493,600.0,758.0
1442,13802.0,19.0,2011-07-24 13:26:00,25491.56,5.0,138,United Kingdom,26259.11,14129.0,2.9229855848122774,743.6315789473684,1382.0584210526315
1445,13805.0,2.0,2011-10-18 14:50:00,924.6,0.0,52,United Kingdom,924.6,1900.0,0.0,950.0,462.3
1455,13815.0,8.0,2011-11-17 14:19:00,6547.79,2.0,22,Germany,6737.74,5340.0,2.819194566724151,667.5,842.2175
1488,13848.0,8.0,2011-09-08 12:58:00,3335.0,0.0,92,United Kingdom,3335.0,10200.0,0.0,1275.0,416.875
1490,13850.0,1.0,2011-09-12 18:00:00,1586.81,1.0,88,United Kingdom,1595.48,944.0,0.5434101336275022,944.0,1595.48
1508,13868.0,2.0,2011-12-02 16:32:00,3192.54,0.0,7,United Kingdom,3192.54,1964.0,0.0,982.0,1596.27
1521,13881.0,43.0,2011-12-06 12:50:00,44392.5,8.0,3,United Kingdom,45179.1,29760.0,1.7410705392537666,692.0930232558139,1050.6767441860466
1556,13918.0,2.0,2011-10-21 12:25:00,1212.8400000000001,0.0,49,United Kingdom,1212.84,1140.0,-1.874721112786782e-14,570.0,606.42
1573,13935.0,3.0,2010-04-22 11:21:00,6116.92,0.0,596,United Kingdom,6116.92,2252.0,0.0,750.6666666666666,2038.9733333333334
1580,13942.0,1.0,2010-06-23 12:35:00,320.0,0.0,534,United Kingdom,320.0,1000.0,0.0,1000.0,320.0
1604,13966.0,1.0,2010-09-30 13:08:00,390.86,0.0,435,United Kingdom,390.86,772.0,0.0,772.0,390.86
1652,14014.0,3.0,2011-09-23 13:18:00,1948.21,0.0,77,United Kingdom,1948.21,2004.0,0.0,668.0,649.4033333333333
1666,14028.0,3.0,2010-06-07 13:33:00,6786.0,1.0,550,United Kingdom,10396.5,7170.0,34.72803347280335,2390.0,3465.5
1671,14033.0,1.0,2010-06-02 15:10:00,109.44,0.0,555,United Kingdom,109.44,576.0,0.0,576.0,109.44
1687,14049.0,13.0,2011-11-23 12:20:00,13064.03,5.0,16,United Kingdom,13239.03,8609.0,1.3218491082805917,662.2307692307693,1018.3869230769232
1726,14088.0,16.0,2011-11-29 16:16:00,63731.63,2.0,10,United Kingdom,64036.8,15276.0,0.476554106388835,954.75,4002.3
1729,14091.0,2.0,2010-02-23 15:17:00,9530.08,0.0,654,United Kingdom,9530.08,3316.0,0.0,1658.0,4765.04
1734,14096.0,17.0,2011-12-05 17:17:00,53258.43,0.0,4,United Kingdom,53258.43,16336.0,0.0,960.9411764705883,3132.8488235294117
1739,14101.0,13.0,2011-09-27 12:28:00,9942.13,1.0,73,United Kingdom,9961.93,10542.0,0.19875666662987082,810.9230769230769,766.3023076923077
1742,14105.0,5.0,2011-09-15 16:13:00,5703.9800000000005,4.0,85,United Kingdom,5988.83,3534.0,4.756354747087486,706.8,1197.766
1761,14124.0,1.0,2011-09-16 13:32:00,419.58000000000004,0.0,84,United Kingdom,419.58,1618.0,-1.3547695042854286e-14,1618.0,419.58
1793,14156.0,144.0,2011-11-30 10:54:00,298276.26,38.0,9,EIRE,303578.63,165948.0,1.7466216248488886,1152.4166666666667,2108.1849305555556
1795,14158.0,1.0,2011-10-30 15:08:00,507.66,0.0,40,United Kingdom,507.66,781.0,0.0,781.0,507.66
1797,14160.0,7.0,2010-04-08 14:30:00,8421.47,0.0,610,United Kingdom,8421.47,4661.0,0.0,665.8571428571429,1203.0671428571427
1849,14212.0,2.0,2011-09-11 12:45:00,2190.14,0.0,89,United Kingdom,2190.14,2046.0,0.0,1023.0,1095.07
1859,14222.0,1.0,2011-06-15 16:42:00,683.17,0.0,177,United Kingdom,683.17,607.0,0.0,607.0,683.17
1881,14244.0,1.0,2010-02-18 17:09:00,354.82,1.0,659,United Kingdom,366.42,814.0,3.1657660608045473,814.0,366.42
1894,14258.0,25.0,2011-11-30 15:27:00,31027.35,7.0,9,United Kingdom,32051.34,17488.0,3.194843023723818,699.52,1282.0536
1913,14277.0,8.0,2011-11-24 15:01:00,3988.02,5.0,15,France,16817.36,89810.0,76.28628988140825,11226.25,2102.17
1922,14286.0,7.0,2011-11-16 10:34:00,8396.7,5.0,23,United Kingdom,8479.76,8795.0,0.9795088540241645,1256.4285714285713,1211.3942857142858
1934,14298.0,82.0,2011-12-06 15:04:00,90489.31,2.0,3,United Kingdom,91194.49,100272.0,0.7732704026306935,1222.8292682926829,1112.1279268292683
1950,14316.0,5.0,2010-10-13 16:31:00,1355.34,1.0,422,United Kingdom,1370.34,4494.0,1.0946188537151365,898.8,274.068
2014,14382.0,2.0,2011-11-13 16:18:00,1240.85,1.0,26,United Kingdom,1246.8,1701.0,0.477221687520055,850.5,623.4
2032,14400.0,3.0,2011-07-21 18:05:00,1703.0,2.0,141,United Kingdom,1732.47,1706.0,1.7010395562405138,568.6666666666666,577.49
2049,14417.0,1.0,2010-11-17 10:55:00,604.2,0.0,387,United Kingdom,604.2,567.0,0.0,567.0,604.2
2050,14418.0,3.0,2011-12-06 11:39:00,1937.25,0.0,3,United Kingdom,1937.25,1711.0,0.0,570.3333333333334,645.75
2091,14459.0,2.0,2011-07-07 13:35:00,5375.74,0.0,155,United Kingdom,5375.74,2302.0,0.0,1151.0,2687.87
2120,14488.0,1.0,2011-10-19 14:39:00,1047.43,1.0,51,United Kingdom,1064.28,799.0,1.5832299770736942,799.0,1064.28
2176,14544.0,3.0,2011-11-15 15:06:00,2982.43,0.0,24,United Kingdom,2982.43,2438.0,0.0,812.6666666666666,994.1433333333333
2196,14564.0,2.0,2010-10-08 14:20:00,2519.32,3.0,427,Channel Islands,2605.62,1295.0,3.3120715990819742,647.5,1302.81
2198,14566.0,4.0,2011-08-21 11:05:00,4092.0,0.0,110,Channel Islands,4092.0,2400.0,0.0,600.0,1023.0
2200,14568.0,1.0,2010-10-11 17:03:00,909.5,1.0,424,Channel Islands,919.7,645.0,1.1090573012939051,645.0,919.7
2239,14607.0,20.0,2011-11-24 10:35:00,17240.73,5.0,15,United Kingdom,22589.63,14553.0,23.678564013664683,727.65,1129.4815
2241,14609.0,10.0,2011-09-28 12:54:00,1366.2,1.0,72,United Kingdom,1486.2,12720.0,8.074283407347597,1272.0,148.62
2278,14646.0,145.0,2011-12-08 12:12:00,523202.74,7.0,1,Netherlands,526751.52,367072.0,0.6737104432085982,2531.5310344827585,3632.769103448276
2308,14676.0,12.0,2011-11-08 13:29:00,8285.49,4.0,31,United Kingdom,8356.79,8792.0,0.8531984170955724,732.6666666666666,696.3991666666667
2401,14769.0,17.0,2011-12-07 10:24:00,15695.02,4.0,2,United Kingdom,15770.23,11254.0,0.4769112435265632,662.0,927.6605882352941
2457,14828.0,13.0,2011-05-27 10:16:00,9803.460000000001,1.0,196,United Kingdom,9839.46,9718.0,0.365873736973352,747.5384615384615,756.8815384615384
2473,14845.0,1.0,2010-04-19 10:19:00,150.0,0.0,599,United Kingdom,150.0,600.0,0.0,600.0,150.0
2515,14887.0,1.0,2011-09-21 15:32:00,1862.0,0.0,79,United Kingdom,1862.0,1100.0,0.0,1100.0,1862.0
2527,14899.0,1.0,2010-11-09 15:20:00,1384.88,0.0,395,United Kingdom,1384.88,586.0,0.0,586.0,1384.88
2532,14904.0,4.0,2011-12-07 12:55:00,1640.64,0.0,2,United Kingdom,1640.64,2549.0,0.0,637.25,410.16
2562,14935.0,2.0,2011-02-15 14:44:00,2849.83,0.0,297,Channel Islands,2849.83,1931.0,0.0,965.5,1424.915
2565,14938.0,2.0,2010-07-25 16:00:00,2289.43,2.0,502,Channel Islands,2322.43,1369.0,1.4209254961398192,684.5,1161.215
2582,14956.0,1.0,2010-10-14 16:40:00,1325.0,0.0,421,United Kingdom,1325.0,2500.0,0.0,2500.0,1325.0
2595,14969.0,1.0,2010-01-05 12:43:00,906.23,0.0,703,United Kingdom,906.23,665.0,0.0,665.0,906.23
2630,15004.0,1.0,2011-07-15 14:05:00,1245.93,0.0,147,United Kingdom,1245.93,629.0,0.0,629.0,1245.93
2634,15008.0,2.0,2010-08-16 13:09:00,360.0,0.0,480,United Kingdom,360.0,1500.0,0.0,750.0,180.0
2658,15032.0,8.0,2011-03-28 15:30:00,13285.65,2.0,256,United Kingdom,13780.65,8259.0,3.5919931207889326,1032.375,1722.58125
2687,15061.0,127.0,2011-12-06 12:06:00,136411.63,10.0,3,United Kingdom,137817.07,80710.0,1.0197865910224344,635.511811023622,1085.1737795275592
2739,15113.0,3.0,2011-11-30 08:23:00,3439.02,1.0,9,United Kingdom,3608.94,2385.0,4.708307702538698,795.0,1202.98
2744,15118.0,1.0,2011-07-28 14:54:00,244.8,0.0,134,United Kingdom,244.8,1440.0,0.0,1440.0,244.8
2772,15146.0,2.0,2011-06-28 12:09:00,1313.66,1.0,164,United Kingdom,1327.16,1473.0,1.0172096808222069,736.5,663.58
2783,15157.0,5.0,2011-12-06 11:28:00,2597.88,2.0,3,United Kingdom,2654.11,3466.0,2.1186009622811417,693.2,530.822
2811,15185.0,1.0,2011-09-30 14:06:00,310.62,0.0,70,United Kingdom,310.62,666.0,0.0,666.0,310.62
2816,15190.0,1.0,2010-10-01 13:09:00,834.4399999999999,0.0,434,United Kingdom,834.4399999999999,790.0,0.0,790.0,834.4399999999999
2821,15195.0,1.0,2011-12-07 12:20:00,3861.0,0.0,2,United Kingdom,3861.0,1404.0,0.0,1404.0,3861.0
2853,15228.0,6.0,2011-10-04 13:56:00,5570.5199999999995,1.0,66,United Kingdom,5580.27,3375.0,0.17472272847014406,562.5,930.0450000000001
2876,15251.0,21.0,2011-11-30 15:02:00,20118.920000000002,9.0,9,United Kingdom,20324.54,12108.0,1.0116834132531363,576.5714285714286,967.8352380952381
2924,15299.0,9.0,2011-10-03 14:19:00,7385.53,1.0,67,United Kingdom,7391.54,5452.0,0.08130917237815419,605.7777777777778,821.2822222222222
2935,15310.0,1.0,2010-08-18 11:38:00,1634.64,0.0,478,United Kingdom,1634.64,1476.0,0.0,1476.0,1634.64
2943,15318.0,1.0,2011-12-06 11:30:00,312.62,0.0,3,United Kingdom,312.62,642.0,0.0,642.0,312.62
2955,15330.0,2.0,2011-11-07 17:50:00,714.96,0.0,32,United Kingdom,714.96,1312.0,0.0,656.0,357.48
2995,15372.0,8.0,2011-07-25 16:39:00,5954.42,2.0,137,United Kingdom,6017.06,6410.0,1.0410399763339624,801.25,752.1325
3005,15382.0,12.0,2011-11-25 10:58:00,13646.5,8.0,14,United Kingdom,13733.55,9178.0,0.6338492232525406,764.8333333333334,1144.4624999999999
3011,15389.0,5.0,2011-06-20 16:18:00,2733.8,0.0,172,United Kingdom,2733.8,3940.0,0.0,788.0,546.76
3037,15415.0,1.0,2011-01-30 14:13:00,572.8100000000001,0.0,313,United Kingdom,572.8100000000001,575.0,0.0,575.0,572.8100000000001
3102,15480.0,3.0,2011-08-15 14:32:00,3592.25,0.0,116,Malta,3592.25,1850.0,0.0,616.6666666666666,1197.4166666666667
3103,15481.0,1.0,2010-11-03 14:52:00,1993.34,0.0,401,Norway,1993.34,1450.0,0.0,1450.0,1993.34
3106,15484.0,6.0,2011-12-08 15:03:00,4624.8,1.0,1,United Kingdom,4656.0,4076.0,0.6701030927835012,679.3333333333334,776.0
3116,15494.0,5.0,2011-11-18 14:51:00,3780.05,0.0,21,United Kingdom,3780.05,3097.0,0.0,619.4,756.01
3145,15523.0,16.0,2011-09-16 16:29:00,17220.04,2.0,84,United Kingdom,17359.99,15873.0,0.8061640588502684,992.0625,1084.999375
3235,15613.0,1.0,2010-04-08 12:51:00,433.71999999999997,0.0,610,United Kingdom,433.72,700.0,1.3106017444620495e-14,700.0,433.72
3275,15653.0,2.0,2011-09-08 10:49:00,877.4399999999999,0.0,92,United Kingdom,877.4399999999999,1200.0,0.0,600.0,438.71999999999997
3287,15665.0,5.0,2011-06-24 14:57:00,4015.12,0.0,168,United Kingdom,4015.12,2794.0,0.0,558.8,803.024
3298,15676.0,3.0,2011-11-30 17:39:00,3324.09,2.0,9,United Kingdom,3435.76,2252.0,3.250227024006335,750.6666666666666,1145.2533333333333
3332,15710.0,1.0,2010-10-18 17:05:00,898.87,0.0,417,United Kingdom,898.87,641.0,0.0,641.0,898.87
3358,15736.0,2.0,2010-10-05 19:59:00,1717.27,1.0,430,United Kingdom,1815.72,1268.0,5.422091511907125,634.0,907.86
3371,15749.0,3.0,2011-04-18 13:20:00,21535.9,1.0,235,United Kingdom,44534.3,18028.0,51.64199280105447,6009.333333333333,14844.766666666668
